No,Latitude,Longitude,Peso
1685344825,2.8307729,-60.7002462,0
1685344826,2.8301287,-60.7019295,0
1686127862,2.8086459,-60.7203354,0
1686127868,2.8247477,-60.7051624,0
1686127870,2.8112569,-60.7323386,0
1686127891,2.8125272,-60.7026668,0
1686127894,2.815028,-60.6973366,0
1686127900,2.8121207,-60.7042956,0
1686127902,2.822315,-60.7054555,0
1686127905,2.8191765,-60.7052154,0
1686127908,2.8011991,-60.7389142,0
1686127912,2.8129693,-60.7018459,0
1686127915,2.8151196,-60.6973042,0
1686127916,2.8137885,-60.7003474,0
1686127918,2.8124543,-60.7026463,0
1686127920,2.8142171,-60.6995964,0
1686127932,2.8068182,-60.7036659,0
1686127933,2.8179952,-60.705088,0
1686127934,2.8257924,-60.7050182,0
1686127935,2.8141562,-60.6995724,0
1686127937,2.8180801,-60.7215201,0
1686127939,2.8240365,-60.721121,0
1686127943,2.811276,-60.732233,0
1686127945,2.8146317,-60.6988616,0
1686127950,2.8230199,-60.7053799,0
1686127960,2.8123959,-60.6950701,0
1686127963,2.8120377,-60.7043218,0
1686127968,2.8013049,-60.7389168,0
1686127988,2.8180714,-60.7216494,0
1686127998,2.8145661,-60.6988402,0
1686127999,2.813388,-60.7010991,0
1686177153,2.800347,-60.7418487,0
1686177178,2.8009917,-60.7418753,0
1686177185,2.8025091,-60.7419692,0
1686177230,2.7926274,-60.7414536,0
1686177239,2.8038536,-60.7420324,0
1686177277,2.8052004,-60.7421194,0
1686177409,2.8011122,-60.7418849,0
1687953293,2.8240812,-60.6961493,0
1687953299,2.8235295,-60.6911762,0
1687953301,2.8253573,-60.6959525,0
1687953302,2.8264174,-60.7005479,0
1687953303,2.8240209,-60.6909986,0
1687953304,2.8257158,-60.698918,0
1687953305,2.8278516,-60.7039961,0
1687953306,2.8240668,-60.6917684,0
1687953309,2.8240311,-60.6958458,0
1687953310,2.8254401,-60.6946242,0
1687953320,2.8325031,-60.6915131,0
1687953323,2.8257647,-60.6973828,0
1687953324,2.8279912,-60.7011419,0
1687953325,2.8255254,-60.6959741,0
1687953326,2.8227992,-60.6891546,0
1687953327,2.8256645,-60.7012934,0
1687953329,2.8264848,-60.697656,0
1687953330,2.8295142,-60.7036191,0
1687953331,2.8252332,-60.7020731,0
1687953332,2.8309142,-60.688317,0
1687953335,2.8242286,-60.6967783,0
1687953343,2.8254157,-60.7030346,0
1687953348,2.827207,-60.697943,0
1687953350,2.8324747,-60.6875968,0
1687953352,2.8228322,-60.6897858,0
1687953356,2.8227595,-60.6885181,0
1687953357,2.8281636,-60.6983211,0
1687953359,2.8280826,-60.6882928,0
1687953364,2.8318456,-60.6890728,0
1687953369,2.8309833,-60.6906451,0
1687953370,2.8279569,-60.702129,0
1687953381,2.8279164,-60.7030269,0
1687953382,2.8270981,-60.7008119,0
1687953384,2.8278769,-60.6874,0
1687953385,2.8228916,-60.6931211,0
1687953389,2.8250353,-60.70105,0
1687953390,2.8246061,-60.6988066,0
1687953398,2.8219871,-60.6884062,0
1687953401,2.8222418,-60.6931502,0
1687953403,2.8241427,-60.6931416,0
1687953405,2.8258012,-60.696888,0
1687953407,2.8247376,-60.691142,0
1687953408,2.8256872,-60.7002421,0
1687953410,2.8226088,-60.688374,0
1687953411,2.8293181,-60.7016312,0
1687953412,2.8312583,-60.6891356,0
1687953415,2.8321572,-60.6868672,0
1687953416,2.8241097,-60.6924048,0
1687960914,2.8151448,-60.6979084,0
1687960915,2.8295453,-60.7105136,0
1687960916,2.8285443,-60.7062042,0
1687960917,2.8275369,-60.7089494,0
1687960919,2.812345,-60.7033682,0
1687960920,2.8276534,-60.7070935,0
1687960922,2.8160915,-60.6973551,0
1687960928,2.8273535,-60.7119693,0
1687960929,2.8288616,-60.7053641,0
1687960930,2.8287596,-60.7077135,0
1687960932,2.8286161,-60.707633,0
1687960933,2.8274951,-60.7099832,0
1687960934,2.8158155,-60.7013787,0
1687960935,2.8145232,-60.7007538,0
1687960937,2.8197377,-60.6963751,0
1687960938,2.8145562,-60.7046219,0
1687960939,2.8225136,-60.6975402,0
1687960941,2.8291228,-60.7064256,0
1687960942,2.8149311,-60.6999733,0
1687960946,2.8282475,-60.7090641,0
1687960948,2.8196651,-60.6974657,0
1687960949,2.8157258,-60.7047807,0
1687960950,2.8141137,-60.7014963,0
1687960951,2.8158923,-60.6995747,0
1687960952,2.8221128,-60.6955369,0
1687960953,2.8165912,-60.6952908,0
1687960954,2.829909,-60.7094799,0
1687960955,2.8296948,-60.7122998,0
1687960957,2.8267384,-60.7097864,0
1687960958,2.8157338,-60.7043681,0
1687960959,2.8309558,-60.7089416,0
1687960960,2.8141881,-60.695998,0
1687960961,2.8264968,-60.7085199,0
1687960962,2.8281053,-60.7073468,0
1687960963,2.8275935,-60.708866,0
1687960964,2.8136929,-60.7022387,0
1687960965,2.8224431,-60.6964322,0
1687960967,2.8296988,-60.7032247,0
1687960968,2.8302753,-60.7085629,0
1687960969,2.8298696,-60.7095601,0
1687960970,2.8197983,-60.6954535,0
1687960971,2.8132247,-60.7030238,0
1687960975,2.8310578,-60.7109425,0
1687960976,2.8176949,-60.6999363,0
1687960978,2.8160233,-60.6961722,0
1687960979,2.8176461,-60.7007266,0
1687960980,2.8260307,-60.7061777,0
1687960981,2.8292095,-60.7045074,0
1687960982,2.8153637,-60.6992531,0
1687960983,2.815819,-60.6980923,0
1687960985,2.8317624,-60.7125278,0
1687960986,2.8140994,-60.6961725,0
1687960987,2.8277351,-60.7058785,0
1687960988,2.827878,-60.7100707,0
1687964339,2.8149306,-60.7039661,0
1687964340,2.8157928,-60.6994898,0
1687964341,2.8154601,-60.700277,0
1687964342,2.8143221,-60.7025912,0
1687964343,2.8150982,-60.7030209,0
1687964344,2.8148553,-60.7028956,0
1687964349,2.8144454,-60.7026582,0
1687964352,2.8151945,-60.7011097,0
1687964354,2.8157455,-60.7014157,0
1687964356,2.8145259,-60.7037387,0
1687964362,2.8150897,-60.7040536,0
1687964363,2.8139708,-60.7034303,0
1687964368,2.8134233,-60.7039368,0
1687964370,2.8137426,-60.7033114,0
1687964371,2.8145019,-60.7047453,0
1687964373,2.8148437,-60.7018933,0
1687995917,2.8218659,-60.6865997,0
1687995919,2.8117601,-60.719807,0
1687995922,2.8167715,-60.6858551,0
1687995924,2.8204885,-60.6827182,0
1687995930,2.8100266,-60.7354416,0
1687995933,2.8120396,-60.7051425,0
1687995940,2.8119688,-60.7085525,0
1687995942,2.8113038,-60.7267788,0
1687995944,2.8190546,-60.686701,0
1687995956,2.8132119,-60.6928614,0
1687995958,2.8120199,-60.7068293,0
1687995960,2.8103695,-60.7322413,0
1687995972,2.8072138,-60.7045165,0
1687995974,2.8116998,-60.7206742,0
1687995975,2.8206512,-60.682842,0
1687995976,2.8116826,-60.7208396,0
1687995981,2.8155892,-60.6898338,0
1687995985,2.8203707,-60.6864602,0
1687995988,2.8120222,-60.7059793,0
1687995989,2.8207365,-60.6825427,0
1687995990,2.818926,-60.6905419,0
1687995992,2.8162757,-60.6880457,0
1687996006,2.8112449,-60.7276532,0
1687996007,2.8260127,-60.6764268,0
1687996009,2.8104023,-60.7320283,0
1687996011,2.8118633,-60.7172068,0
1687996013,2.8166027,-60.6868349,0
1687996019,2.8119858,-60.7077051,0
1687996021,2.8119422,-60.7093861,0
1687996037,2.8160681,-60.6855916,1
1688014756,2.836864,-60.7132803,0
1688014757,2.8329842,-60.7100791,0
1688014771,2.8378315,-60.711477,0
1688014782,2.8374171,-60.7121569,0
1690475234,2.8355645,-60.715858,0
1690557414,2.8380359,-60.7138907,0
1690557416,2.8379049,-60.7132722,0
1690557458,2.8379873,-60.7139999,0
1700531323,2.8331132,-60.7048843,0
1700531325,2.8327127,-60.7163768,0
1700531343,2.8341679,-60.7185441,0
1700531345,2.8315531,-60.7113276,0
1700531351,2.8344505,-60.7053408,0
1700531375,2.8328964,-60.7171543,0
1700531378,2.8343355,-60.7127727,0
1700531393,2.8332541,-60.7187215,0
1700531400,2.8330803,-60.7179548,0
1700531415,2.8345937,-60.7176137,0
1700531425,2.8317674,-60.712245,0
1700531436,2.8351692,-60.7132081,0
1700531438,2.8344101,-60.7167992,0
1700531439,2.8362239,-60.7145567,0
1700531445,2.8365445,-60.7139208,0
1700531447,2.8351512,-60.7166549,0
1700531449,2.8389554,-60.7203743,0
1700531456,2.834082,-60.7134238,0
1700531464,2.8356169,-60.7157395,0
1700531474,2.8338637,-60.7141399,0
1700531497,2.8388549,-60.7203998,0
1700531498,2.8346465,-60.7176058,0
1700531501,2.8359157,-60.715172,0
1700531502,2.8342074,-60.7160191,0
1700531510,2.8348342,-60.7138301,0
1700531514,2.8344971,-60.7144766,0
1700532481,2.8165364,-60.7283688,0
1700532482,2.8157434,-60.7335483,0
1700532483,2.813824,-60.7411027,0
1700532484,2.8156845,-60.7064875,0
1700532485,2.8274608,-60.7104065,0
1700532486,2.8155933,-60.7098913,0
1700532488,2.8166065,-60.7274864,0
1700532489,2.8149807,-60.7211298,0
1700532490,2.8156602,-60.7082067,0
1700532491,2.815611,-60.7090628,0
1700532493,2.8155881,-60.7360159,1
1700532495,2.8145538,-60.7280767,0
1700532496,2.813911,-60.7396476,0
1700532498,2.8153737,-60.7397281,0
1700532499,2.8157177,-60.7049032,0
1700532500,2.8141064,-60.7359275,0
1700532501,2.8156751,-60.7073491,0
1700532502,2.8146149,-60.7272237,0
1700532503,2.8161924,-60.7335908,0
1700532505,2.814969,-60.721256,0
1700532506,2.8152291,-60.7168705,0
1700532508,2.8169826,-60.7213811,0
1700532509,2.8290926,-60.7104018,0
1700532510,2.8169624,-60.7215186,0
1700532512,2.8156872,-60.7056194,0
1700536184,2.8127003,-60.7346226,0
1700536188,2.8123568,-60.7410912,0
1700543271,2.8104934,-60.7205346,0
1700543282,2.8104132,-60.6942938,0
1700543287,2.8101258,-60.7002857,0
1700543293,2.8117871,-60.697234,0
1700543294,2.8023306,-60.7168438,0
1700543295,2.7974744,-60.7025561,0
1700543300,2.8112036,-60.6983087,0
1700543304,2.8082328,-60.6998102,0
1700543309,2.8032672,-60.695736,0
1700543310,2.808621,-60.7038331,0
1700543317,2.8106427,-60.7029048,1
1700543323,2.8104914,-60.7206491,0
1700543327,2.8078267,-60.6946302,0
1700543329,2.7992514,-60.7085616,0
1700543332,2.8090835,-60.6960351,0
1700543341,2.8097049,-60.7010655,0
1700543349,2.8035745,-60.7187809,0
1700543350,2.8086337,-60.7039412,0
1700543354,2.8108102,-60.7066911,0
1700543357,2.8079742,-60.7282639,0
1700543358,2.8109433,-60.6987861,0
1700543359,2.8108714,-60.7042227,0
1700543360,2.8029913,-60.6950614,0
1700543361,2.8063994,-60.6983866,0
1700543366,2.8044393,-60.6967472,0
1700543367,2.8121367,-60.6948582,0
1700543369,2.8107897,-60.7075396,0
1700543373,2.8084164,-60.695274,0
1700543380,2.8113816,-60.6980147,0
1700543382,2.8093934,-60.7007973,0
1700543386,2.8050301,-60.6916183,0
1700543389,2.8107462,-60.7092574,0
1700543392,2.7997042,-60.7099637,0
1700543399,2.810446,-60.6942047,0
1700543403,2.8125057,-60.6954952,0
1700543408,2.8085517,-60.7034064,0
1700543411,2.8077091,-60.6994037,0
1700543413,2.8022894,-60.6940998,0
1700543417,2.8056864,-60.6978294,0
1700543420,2.8097006,-60.6941891,0
1700543421,2.8129036,-60.701829,0
1700543422,2.8030855,-60.7185192,0
1700543423,2.8133224,-60.7010744,0
1700543425,2.8111421,-60.6945846,0
1700543426,2.80068,-60.7121323,0
1700543428,2.8057563,-60.6978876,0
1700543430,2.8105339,-60.6995371,0
1700543433,2.8021355,-60.7169581,0
1700543439,2.8071962,-60.7282193,0
1700543441,2.8126612,-60.6951727,0
1700543442,2.8108537,-60.7049931,0
1700543443,2.8108735,-60.7041325,0
1700543445,2.8107742,-60.7083924,0
1700543449,2.8108255,-60.7058355,0
1700545072,2.8135743,-60.6702716,0
1700892760,2.832248,-60.6955877,0
1700892762,2.8290209,-60.6980928,0
1700892768,2.8316624,-60.6957873,0
1700999379,2.8119781,-60.6792025,0
1700999385,2.8086525,-60.6821087,0
1700999387,2.816435,-60.6753081,0
1700999388,2.8109204,-60.6801507,0
1700999389,2.8144999,-60.6770011,0
1700999403,2.8184226,-60.6735567,0
1700999404,2.8087548,-60.6820375,0
1700999406,2.8128953,-60.6783955,0
1700999407,2.8059119,-60.6844999,0
1700999408,2.8174128,-60.6744602,0
1700999414,2.8110358,-60.6800617,0
1700999423,2.8072599,-60.6833201,0
1700999424,2.8156035,-60.6760199,0
1700999425,2.8233582,-60.6772971,0
1700999428,2.8194242,-60.6726629,0
1700999429,2.8099762,-60.6809687,0
1700999430,2.8280414,-60.7001858,0
1701042918,2.8021488,-60.6861819,0
1701042919,2.8012363,-60.6869567,0
1701042921,2.8020664,-60.6862503,0
1701068493,2.8140208,-60.6823435,0
1701068506,2.8142303,-60.6824623,0
1701068515,2.8290469,-60.6644108,0
1701068559,2.8118745,-60.6808809,0
1701068568,2.8117646,-60.6806231,0
1701068573,2.8269856,-60.6676323,0
1701068576,2.8139828,-60.682577,0
1701068584,2.8289795,-60.6643301,0
1701068585,2.8141422,-60.6826079,0
1701116357,2.8375287,-60.651076,0
1701116365,2.8385474,-60.6651455,0
1701116367,2.8450851,-60.6649821,0
1701116371,2.8153364,-60.6687607,0
1701116377,2.8450356,-60.6650812,0
1701116383,2.8343655,-60.6652571,0
1701116400,2.841592,-60.6650638,0
1701116404,2.8425886,-60.6537804,2
1701116405,2.8337669,-60.6652883,0
1701116407,2.8330696,-60.6652954,0
1701116419,2.8159938,-60.6671268,0
1701116420,2.8449788,-60.6649818,0
1701116424,2.8396805,-60.6651152,0
1701116437,2.8329052,-60.6655866,0
1701116438,2.8585336,-60.6351006,0
1701116459,2.8313117,-60.6638475,0
1701121449,2.8199417,-60.6723298,0
1701121452,2.8207735,-60.6716096,0
1701714449,2.8260365,-60.677919,0
1701714455,2.825668,-60.6775509,0
1701714457,2.8264075,-60.6767085,0
1701714477,2.8268285,-60.6770206,0
1701728608,2.813061,-60.6731159,0
1701728610,2.8101,-60.675726,0
1701728614,2.8161371,-60.6704038,0
1701728615,2.8023751,-60.6823879,0
1701728616,2.8033135,-60.6815659,0
1701728617,2.8060597,-60.6791881,0
1701728618,2.8073621,-60.6780182,0
1701728621,2.8040053,-60.6809516,0
1701728623,2.8094342,-60.6763265,0
1701728627,2.8067573,-60.6785658,0
1701728628,2.8138627,-60.6723979,0
1701728629,2.8148214,-60.6715401,0
1705908674,2.8352935,-60.7305968,0
1705908681,2.8356807,-60.732126,0
1706008031,2.8355554,-60.728821,0
1706356815,2.8297544,-60.7345675,0
1706356818,2.8197586,-60.7302538,0
1706356825,2.8336297,-60.7347491,0
1706356827,2.8281576,-60.7326606,0
1706356829,2.8325003,-60.7336182,0
1706356831,2.8324344,-60.7346939,0
1706356834,2.8322644,-60.7299811,0
1706356839,2.8184107,-60.7326774,0
1706356841,2.8279352,-60.7332359,0
1706356846,2.834003,-60.7336996,0
1706356856,2.8199301,-60.7325841,0
1706356860,2.8235071,-60.7306027,0
1706356864,2.8198498,-60.7314277,0
1706356883,2.8344119,-60.7326494,0
1706356910,2.8311021,-60.7324684,0
1706356913,2.8366471,-60.7347728,0
1706356916,2.8366968,-60.7337809,0
1706356920,2.832467,-60.7341608,0
1706356923,2.832533,-60.7330833,0
1706356927,2.8346539,-60.732065,0
1706356929,2.8382598,-60.7342216,0
1706356962,2.8272206,-60.7297531,0
1706356970,2.8184638,-60.7303257,0
1706356975,2.8236196,-60.7323622,0
1706356977,2.8321398,-60.7294124,0
1706356981,2.837814,-60.7343879,0
1706356992,2.8353962,-60.7309711,0
1706356996,2.8367884,-60.7342055,0
1706357010,2.8296526,-60.7331191,0
1706357012,2.8279815,-60.7302848,0
1706357015,2.8326024,-60.7319547,0
1706357018,2.832365,-60.7358227,0
1706357022,2.8308678,-60.7307073,0
1706357047,2.8272695,-60.7327303,0
1706357050,2.8197124,-60.7296453,0
1706357058,2.8367556,-60.733771,0
1706357061,2.8356394,-60.7291914,0
1706357065,2.8338072,-60.734254,0
1706357069,2.8325663,-60.7325428,0
1706357081,2.8309845,-60.7312457,0
1706357083,2.8363796,-60.7321109,0
1706357086,2.8342003,-60.7331749,0
1706357088,2.8306402,-60.7295351,0
1706357091,2.8360433,-60.7308834,0
1706357093,2.8272541,-60.7303488,0
1706357095,2.8364611,-60.7327305,0
1706357097,2.8351325,-60.7309723,0
1706357099,2.8293952,-60.7290127,0
1706357124,2.8249483,-60.7299152,0
1706357132,2.8310756,-60.7330032,0
1706357134,2.8198974,-60.73202,0
1706357136,2.8296204,-60.7325451,0
1706357139,2.832404,-60.7351868,0
1706357141,2.836137,-60.7355148,0
1706357144,2.8372043,-60.7347889,0
1706357153,2.8325514,-60.7311177,0
1706357156,2.8365852,-60.7333059,0
1706357160,2.8334532,-60.7352684,0
1706357163,2.8279399,-60.7296975,0
1706357166,2.8287603,-60.7343028,0
1706357168,2.8297544,-60.734884,0
1706357172,2.8307543,-60.7301228,0
1706357192,2.8363202,-60.7321367,0
1706357195,2.8305278,-60.7289557,0
1706357198,2.819804,-60.7308403,0
1706357202,2.8388106,-60.7361206,0
1706461809,2.8304774,-60.7286962,0
1706461818,2.8336518,-60.7293446,0
1706461820,2.8354515,-60.7283669,0
1706461821,2.8339815,-60.7310272,0
1706461823,2.833269,-60.7274343,0
1706461840,2.8176124,-60.728474,0
1706461846,2.8324668,-60.7232673,0
1706461849,2.8341237,-60.7320323,0
1706461850,2.8317835,-60.7275575,0
1706461851,2.8329568,-60.7258125,0
1706461852,2.8331123,-60.7266468,0
1706461854,2.8333036,-60.7275502,0
1706461855,2.8334776,-60.7285044,0
1706461857,2.8309553,-60.7154809,0
1706533370,2.814527,-60.7288277,0
1706533372,2.8175472,-60.7292529,0
1706533375,2.8180533,-60.7293326,0
1706533377,2.8111939,-60.728362,0
1706533380,2.8164875,-60.7291352,0
1706534922,2.8234172,-60.7294286,0
1706534923,2.8189923,-60.7326486,0
1706534924,2.8235363,-60.7311953,0
1706534925,2.819547,-60.7326129,0
1706534926,2.8236907,-60.7329934,0
1706534927,2.8234623,-60.7300086,0
1706534928,2.8184787,-60.7309407,0
1706534929,2.8197074,-60.7348349,0
1706534930,2.8196278,-60.7284871,0
1706534931,2.8188127,-60.7309132,0
1706534932,2.8235799,-60.7317764,0
1706534933,2.8191477,-60.7346096,0
1706534934,2.8200765,-60.7343754,0
1706534935,2.8194263,-60.7308714,0
1706534936,2.8185583,-60.7343713,0
1706542315,2.8216788,-60.7324742,0
1706542318,2.8249892,-60.7305116,0
1706542320,2.8289661,-60.7209123,0
1706542324,2.8272515,-60.7244694,0
1706542325,2.8215111,-60.7307365,0
1706542327,2.8268895,-60.7192737,0
1706542330,2.8274764,-60.7278482,0
1706542331,2.8215671,-60.7313171,0
1706542333,2.8250187,-60.7310862,0
1706542338,2.8214271,-60.7295441,0
1706542339,2.8273559,-60.7261575,0
1706542346,2.8216239,-60.7319054,0
1706542350,2.8270134,-60.7209202,0
1706542351,2.8270926,-60.7218835,0
1706542352,2.8249085,-60.7293083,0
1706542355,2.8271739,-60.723619,0
1706542356,2.8272931,-60.7309236,0
1706542359,2.8214742,-60.7301512,0
1706542360,2.8275655,-60.7291363,0
1706542361,2.8270193,-60.721044,0
1706542365,2.8289424,-60.72079,0
1706542367,2.8250665,-60.7316679,0
1706542370,2.8274901,-60.7279663,0
1706542371,2.8274311,-60.7270061,0
1706542373,2.8251198,-60.7322806,0
1706542375,2.8271967,-60.7291655,0
1706579272,2.8227442,-60.7011113,0
1706579275,2.8150278,-60.6979839,0
1706579276,2.8137235,-60.7003234,0
1706579278,2.81227,-60.7033501,0
1706579279,2.8112734,-60.7027446,0
1706579280,2.8114703,-60.6957749,0
1706579281,2.8212162,-60.705362,0
1706579282,2.8211679,-60.7053224,0
1706580378,2.8364017,-60.6894249,0
1706580382,2.8360504,-60.6903889,1
1706580384,2.8364609,-60.6907046,0
1707008171,2.8131904,-60.6980435,0
1707008172,2.8112522,-60.6999043,0
1707008173,2.8091706,-60.6987588,0
1707008174,2.8090203,-60.6970502,0
1707008175,2.8136592,-60.697149,0
1707008176,2.813027,-60.6999237,0
1707008177,2.8134422,-60.6991808,0
1707008178,2.8110405,-60.7018495,0
1707008179,2.8120959,-60.694952,0
1707008180,2.8102229,-60.6971919,0
1707008181,2.8097769,-60.6984268,0
1707008182,2.8121858,-60.7014204,0
1707008183,2.8124429,-60.6957037,0
1707008184,2.8138371,-60.6965442,0
1707008187,2.8106343,-60.6977037,0
1707008189,2.8119393,-60.7002912,0
1707008190,2.8123525,-60.6995427,0
1707008193,2.8126097,-60.7006652,0
1707008194,2.8138655,-60.6984163,0
1707008196,2.8108392,-60.7006556,0
1707008199,2.808644,-60.6991947,0
1707008200,2.8122602,-60.6948914,0
1707008201,2.8117129,-60.702213,0
1707008202,2.811181,-60.6944914,0
1707008203,2.8104017,-60.7014987,0
1707008204,2.8109727,-60.6964628,0
1707008205,2.8115121,-60.7010436,0
1707008207,2.8116768,-60.69917,0
1707008208,2.8100934,-60.6982228,0
1707008210,2.812084,-60.6984076,0
1707008211,2.8143504,-60.6975661,0
1707008212,2.8070406,-60.6988916,0
1707008213,2.8127752,-60.6987865,0
1707008215,2.8077523,-60.6982189,0
1707008217,2.8082032,-60.6997856,0
1707008218,2.8130203,-60.6967534,0
1707008219,2.8125086,-60.6976659,0
1707028331,2.8083176,-60.6988586,0
1707028333,2.8044715,-60.6936264,0
1707028336,2.8072183,-60.6965075,0
1707028346,2.8100124,-60.7004937,0
1707028351,2.8059974,-60.6963368,0
1707028354,2.8066426,-60.697045,0
1707028355,2.8101701,-60.6949196,0
1707028362,2.8044487,-60.6994388,0
1707028364,2.8084662,-60.6964824,0
1707028375,2.8065838,-60.6969893,0
1707028378,2.8071623,-60.6964493,0
1707028381,2.8078027,-60.6970793,0
1707028384,2.8089251,-60.698319,0
1707028388,2.8092464,-60.6986936,0
1707028392,2.8083429,-60.6976737,0
1707028393,2.8103238,-60.6999225,0
1707028394,2.8054589,-60.6957682,0
1707028405,2.8072178,-60.6976329,0
1707663275,2.8106744,-60.6992794,0
1707663315,2.8104202,-60.6958781,0
1707663316,2.810889,-60.6951901,0
1707663317,2.8114623,-60.6969604,0
1707699288,2.837095,-60.6782862,0
1707699292,2.8375744,-60.678448,0
1707699316,2.8377037,-60.6785074,0
1707699322,2.8372667,-60.6790059,0
1707699326,2.8370554,-60.6760857,0
1707699330,2.8370415,-60.6751985,0
1707699343,2.8370277,-60.6743119,0
1707699345,2.8317433,-60.6806941,0
1707699353,2.8307315,-60.6799175,0
1707757190,2.8241313,-60.6927343,0
1707757192,2.8250607,-60.6925824,0
1707757197,2.8242404,-60.6926222,0
1708977950,2.8122902,-60.6755323,0
1708977951,2.812236,-60.6754412,0
1708977952,2.8130298,-60.6765463,0
1708977953,2.8131023,-60.6766289,0
1708977955,2.8113935,-60.6745527,0
1709029169,2.8044541,-60.6787686,0
1709029179,2.803808,-60.6722053,0
1709029196,2.8031373,-60.6759104,0
1709029198,2.813833,-60.6908605,0
1709029225,2.8053087,-60.6797245,0
1709029316,2.8043121,-60.6721325,0
1709029364,2.8053669,-60.6797902,0
1709029377,2.8062152,-60.6807122,0
1709029381,2.8039705,-60.67239,0
1709104244,2.8203114,-60.6816556,0
1709104250,2.8173516,-60.6822773,0
1709104277,2.8160532,-60.6886447,0
1709104280,2.8171764,-60.6887347,0
1709104284,2.8200515,-60.6810777,0
1709181290,2.8278804,-60.6940674,0
1709181297,2.8274288,-60.6953757,0
1709206494,2.8387199,-60.676638,0
1709206497,2.8370418,-60.6754799,0
1709206501,2.8409726,-60.6668234,0
1709206505,2.8382965,-60.6675323,0
1709206516,2.8370627,-60.6766038,0
1709206521,2.8422553,-60.6664678,0
1709206545,2.8396433,-60.6671893,0
1709231275,2.8456187,-60.659514,0
1709231277,2.8561688,-60.6503296,0
1709231286,2.8459455,-60.6600774,0
1709231293,2.846977,-60.6617671,0
1709276157,2.8473061,-60.6633283,0
1709276158,2.8436196,-60.6732007,0
1709276159,2.8457971,-60.6689508,0
1709276165,2.8468837,-60.6686232,0
1709276166,2.8474338,-60.6676359,0
1709276167,2.8472633,-60.6633953,0
1709276168,2.8476982,-60.6699544,0
1709276170,2.8472348,-60.6664252,0
1709276172,2.8427999,-60.6715766,0
1709276173,2.8413191,-60.6743017,0
1709276174,2.845308,-60.6729398,0
1709276175,2.8462008,-60.6698733,0
1709276176,2.8448597,-60.6671475,0
1709276177,2.8434046,-60.6719003,0
1709276178,2.8440055,-60.6679572,0
1709276180,2.8473971,-60.6705104,0
1709276181,2.846405,-60.672319,0
1709276183,2.8498166,-60.6646758,0
1709276188,2.846296,-60.6711375,0
1709276189,2.8492136,-60.6685627,0
1709276190,2.8435292,-60.6731477,0
1709276192,2.8426163,-60.6749917,0
1709276195,2.8423165,-60.6713207,0
1709276197,2.8454239,-60.6741381,0
1709276199,2.844227,-60.6735145,0
1709276200,2.8443115,-60.6747531,0
1709276201,2.8453883,-60.6670064,0
1709276203,2.8476254,-60.6718043,0
1709276205,2.8451851,-60.6686019,0
1709276207,2.8481485,-60.6691696,0
1709276209,2.8437153,-60.6685052,0
1709276211,2.8486207,-60.6682464,0
1709276217,2.8483635,-60.6703071,0
1709276218,2.8451048,-60.6672854,0
1709276220,2.846251,-60.674566,0
1709276221,2.845716,-60.6707997,0
1709276223,2.8444186,-60.6759567,0
1709276228,2.841338,-60.6719737,0
1709276230,2.845782,-60.6667839,0
1709276232,2.8467217,-60.6629963,0
1709276242,2.8455365,-60.6665666,0
1709276243,2.8480294,-60.6679508,0
1709276245,2.8467481,-60.6672472,0
1709276246,2.8451044,-60.6704687,0
1709276248,2.8418007,-60.6733905,0
1709276249,2.8438306,-60.6756435,0
1709276250,2.8432305,-60.6753284,0
1709276251,2.84304,-60.6740516,0
1709276252,2.8463447,-60.6684609,0
1709276260,2.8455003,-60.6695063,0
1709276261,2.849229,-60.6643722,0
1709276263,2.8470957,-60.6666079,0
1709276264,2.8468032,-60.670192,0
1709276265,2.8440255,-60.6722418,0
1709276266,2.8447093,-60.672626,0
1709276267,2.8423116,-60.6724906,0
1709276268,2.8441149,-60.6722935,0
1709276270,2.8471658,-60.6727246,0
1709276271,2.8469379,-60.6685479,0
1709276273,2.8458071,-60.6720205,0
1709276274,2.8447105,-60.6671757,0
1709276275,2.8480968,-60.6692585,0
1709276276,2.8428239,-60.6692522,0
1709276279,2.8419219,-60.6746229,0
1709276282,2.8418522,-60.6722418,0
1709276289,2.8487597,-60.6695057,0
1709276295,2.8450091,-60.6704147,0
1709276299,2.843802,-60.669747,0
1709276303,2.841415,-60.6731786,0
1709276305,2.8457889,-60.675504,0
1709276307,2.8459201,-60.6732268,0
1709276316,2.8423807,-60.673713,0
1709276318,2.8475319,-60.6688654,0
1709276320,2.846834,-60.667301,0
1709276322,2.845684,-60.6677089,0
1709276324,2.8444192,-60.6660225,0
1709276326,2.8480833,-60.6708736,0
1709276328,2.8462228,-60.6677769,0
1709276330,2.8465105,-60.6693383,0
1709276341,2.8438756,-60.6710097,0
1709276343,2.8432315,-60.669435,0
1709276346,2.8487174,-60.669591,0
1709276347,2.8428796,-60.6727883,0
1709276350,2.8442772,-60.6688501,0
1709276352,2.8449156,-60.6750334,0
1709276354,2.8443938,-60.6700817,0
1709276363,2.8471063,-60.6696594,0
1709276364,2.8437315,-60.6744138,0
1709276365,2.8445052,-60.6660548,0
1709276366,2.8504123,-60.6650082,0
1709276371,2.8432836,-60.6706917,0
1709276377,2.8490771,-60.6660071,0
1709276380,2.8472446,-60.666584,0
1709276384,2.8461264,-60.6669063,0
