No,Latitude,Longitude,Peso
1712774219,2.8181927,-60.7198523,0
1712774222,2.8182518,-60.7189759,0
1712774225,2.8141959,-60.71845,0
1712774227,2.8086708,-60.7142742,0
1712774229,2.8185386,-60.7147249,0
1712774236,2.8087084,-60.7133945,0
1712774238,2.8118628,-60.7138184,0
1712774240,2.8083226,-60.7167577,0
1712774242,2.8094372,-60.7135116,0
1712774244,2.8130625,-60.7148166,0
1712774246,2.8170811,-60.7197083,0
1712774248,2.81547,-60.7134622,0
1712774250,2.8094217,-60.7143701,0
1712774252,2.8173132,-60.7154372,0
1712774254,2.8143124,-60.7133109,0
1712774255,2.8118306,-60.7155243,0
1712774256,2.8130335,-60.7165752,0
1712774258,2.8172597,-60.7162959,0
1712774260,2.8141383,-60.7201384,0
1712774276,2.8151791,-60.7177227,0
1712774278,2.814303,-60.7141464,0
1712774280,2.8129981,-60.7182854,0
1712774283,2.8118448,-60.718124,0
1712774284,2.8153059,-60.7159945,0
1712774286,2.8087257,-60.7194227,0
1712774287,2.8078726,-60.7115911,0
1712774291,2.8150293,-60.7202762,0
1712774293,2.8106474,-60.7145146,0
1712774297,2.8093856,-60.7168726,0
1712774300,2.8077858,-60.7114202,0
1712831070,2.8075068,-60.7109844,0
1712831076,2.8037181,-60.7093238,0
1712831124,2.8045853,-60.7008523,0
1712831135,2.8066354,-60.7026487,0
1712831138,2.8041297,-60.7110723,0
1712831144,2.8018177,-60.7099042,0
1712831154,2.8068922,-60.7092995,0
1712831170,2.8052828,-60.7030545,0
1712831182,2.8024908,-60.7170719,0
1712831204,2.8013281,-60.6994918,0
1712831212,2.8031867,-60.7076055,0
1712831215,2.8037455,-60.7056376,0
1712831217,2.7977418,-60.7007718,0
1712831223,2.8068506,-60.7046771,0
1712831232,2.8001841,-60.700796,0
1712831251,2.7975026,-60.6999252,0
1712831254,2.8014653,-60.6980991,0
1712831264,2.8065148,-60.7056618,0
1712831266,2.798879,-60.707083,0
1712831271,2.8030284,-60.7022348,0
1712831274,2.8034471,-60.7047591,0
1712831276,2.8052723,-60.7079077,0
1712831281,2.80322,-60.7012729,0
1712831306,2.8032632,-60.7042103,0
1712831313,2.7996566,-60.7096137,0
1712831318,2.7988098,-60.6995292,0
1712831319,2.8030932,-60.7037224,0
1712831322,2.8055285,-60.7087827,0
1712831328,2.7992094,-60.7010748,0
1712831334,2.8019371,-60.7016462,0
1712831355,2.7978645,-60.7036206,0
1712831359,2.8007602,-60.7065153,0
1712831369,2.8080519,-60.7127009,0
1712831370,2.8010105,-60.7073312,0
1712831371,2.8063121,-60.7048528,0
1712831378,2.8032397,-60.7029898,0
1712831384,2.8028082,-60.7067921,0
1712831386,2.8054563,-60.7013478,0
1712831389,2.7981321,-60.7045378,0
1712831417,2.8075971,-60.7156436,0
1712831431,2.8007569,-60.7027568,0
1712831434,2.7989967,-60.7001842,0
1712831476,2.8026772,-60.69931,0
1712831478,2.8038993,-60.7166608,0
1712831482,2.7999935,-60.7104734,0
1712831493,2.8066066,-60.7084671,0
1712831494,2.8012768,-60.7081985,0
1712831544,2.7984156,-60.7006028,0
1712831564,2.8058239,-60.7021801,0
1712831585,2.7988968,-60.6995015,0
1712831590,2.8038935,-60.700401,0
1712831595,2.7974705,-60.7022454,0
1712831639,2.8047563,-60.7062174,0
1712831643,2.7993886,-60.7087691,0
1712831646,2.8055284,-60.715221,0
1712831653,2.8030904,-60.7024619,0
1712831657,2.7979179,-60.7014473,0
1712831691,2.8003645,-60.701441,0
1712831716,2.8072043,-60.7101525,0
1712831727,2.805002,-60.7070679,0
1712831736,2.8084136,-60.7143572,0
1712831742,2.7968517,-60.700123,0
1712831747,2.8048197,-60.7015309,0
1712831756,2.8049399,-60.7019494,0
1712831762,2.7986252,-60.7062098,0
1712831770,2.8005469,-60.7020562,0
1712831822,2.8082301,-60.7135364,0
1712831840,2.7972924,-60.7016277,0
1712831845,2.8084127,-60.7154226,0
1712831853,2.8029414,-60.7067523,0
1712831856,2.7990679,-60.7004499,0
1712831893,2.8084618,-60.715017,0
1712831901,2.7985584,-60.7012619,0
1712831905,2.7976586,-60.702909,0
1712831910,2.8033851,-60.6998773,0
1712831915,2.8066856,-60.7074974,0
1712831923,2.8015527,-60.7090466,0
1712831927,2.8011225,-60.6988319,0
1712831980,2.8034535,-60.7084753,0
1712831984,2.8010257,-60.6976315,0
1712831994,2.8045212,-60.7054127,0
1712832000,2.8067935,-60.705585,0
1712832005,2.7982178,-60.6997078,0
1712832009,2.7985711,-60.698995,0
1712832054,2.8067724,-60.7065395,0
1712842163,2.8026112,-60.7124925,0
1712842164,2.8033864,-60.7149968,0
1712842165,2.8012611,-60.713824,0
1712842167,2.8023334,-60.7116234,0
1712842182,2.8020701,-60.7107639,0
1712842184,2.8015246,-60.7146679,0
1712842185,2.8039842,-60.7101889,0
1712842187,2.8051613,-60.7153333,0
1712842195,2.8056764,-60.7171502,0
1712842196,2.8028742,-60.7133418,0
1712842198,2.8052853,-60.7144204,0
1712842199,2.803876,-60.7102206,0
1712842200,2.803612,-60.7157367,0
1712842201,2.8058083,-60.7096548,0
1712842203,2.8076551,-60.7165977,1
1712842204,2.8050299,-60.7136035,0
1712842205,2.807087,-60.7138712,0
1712842214,2.8058306,-60.717759,0
1712842219,2.8060322,-60.7104925,0
1712842223,2.805445,-60.7162426,0
1712842228,2.8079392,-60.7171394,0
1712842232,2.8042439,-60.711038,0
1712842238,2.8045156,-60.7119059,0
1712842240,2.805167,-60.714456,0
1712842247,2.804401,-60.7119479,0
1712842278,2.8028138,-60.7178567,0
1712842283,2.8056468,-60.7170321,0
1712842287,2.8068212,-60.7130445,0
1712842290,2.8065795,-60.7122213,0
1712842296,2.8031274,-60.714192,0
1712842306,2.8073335,-60.7146683,0
1712842310,2.8003201,-60.7112786,0
1712842314,2.8046644,-60.7127933,0
1712842341,2.8017764,-60.7154837,0
1712842349,2.8063225,-60.7113671,0
1712842368,2.8078081,-60.7118359,0
1712842372,2.8009881,-60.7129685,0
1712842384,2.8020021,-60.7162099,0
1712842410,2.8049222,-60.7136377,0
1713191478,2.8081699,-60.7259648,0
1713191480,2.8056753,-60.7217645,0
1713191481,2.8071433,-60.7214012,0
1713191482,2.8084988,-60.722144,0
1713191483,2.8051862,-60.7228236,0
1713191485,2.8040432,-60.7199178,0
1713191487,2.8072485,-60.7197757,0
1713191488,2.805858,-60.7245907,0
1713191489,2.8084514,-60.7227289,0
1713191490,2.8044034,-60.7199414,0
1713191500,2.8057558,-60.7206656,0
1713191502,2.8073053,-60.718658,0
1713191503,2.8083639,-60.7238367,0
1713191504,2.8082677,-60.7248784,0
1713191505,2.8043531,-60.7207069,0
1713191506,2.8056145,-60.7239673,0
1713191507,2.8045017,-60.7182854,0
1713191508,2.805586,-60.722872,0
1713191509,2.8069893,-60.7230458,0
1713191510,2.8084083,-60.7232621,0
1713191512,2.8085622,-60.7182689,0
1713191514,2.8068616,-60.7247025,0
1713191515,2.8059269,-60.7185084,0
1713191527,2.8063045,-60.7257338,0
1713191528,2.8056195,-60.7223405,0
1713191529,2.8067852,-60.7257917,0
1713191530,2.8070943,-60.721952,0
1713191532,2.8057163,-60.7212269,0
1713191535,2.8086778,-60.7199696,0
1713191538,2.8074063,-60.7175927,0
1713191541,2.8069378,-60.7236184,0
1713191544,2.8068238,-60.7252415,0
1713191546,2.807345,-60.7181247,0
1713191549,2.8044387,-60.7194332,0
1713191550,2.8086295,-60.720528,0
1713191551,2.8069018,-60.7241397,0
1713191553,2.8076822,-60.7310895,0
1713191555,2.8073806,-60.7173132,0
1713191557,2.8054508,-60.7235315,0
1713191559,2.8044834,-60.7210428,0
1713191562,2.8047184,-60.7216422,0
1713191564,2.8044738,-60.7188755,0
1713191566,2.8042645,-60.7204906,0
1713191567,2.8059425,-60.7177268,0
1713191568,2.8087749,-60.7188595,0
1713191569,2.8071522,-60.7208701,0
1713191570,2.8043695,-60.7205023,0
1713191571,2.8082173,-60.7254381,0
1713191572,2.8073373,-60.7157239,0
1713191573,2.8058292,-60.7195884,0
1713191575,2.8049544,-60.722232,0
1713191576,2.8044901,-60.7181251,0
1713191577,2.8085883,-60.7210368,0
1713191578,2.8070378,-60.7225025,0
1713191579,2.8055671,-60.7233969,0
1713191580,2.808241,-60.7176845,0
1713191581,2.8059612,-60.7179455,0
1713191582,2.8083186,-60.7243121,0
1713191583,2.8057874,-60.7201304,0
1713191585,2.8058957,-60.7190431,0
1713191586,2.8085431,-60.7215963,0
1713191587,2.8060863,-60.7251753,0
1713191589,2.8071983,-60.7203001,0
1713217890,2.8031293,-60.7203425,0
1713217904,2.7927253,-60.7096499,0
1713217910,2.7986745,-60.7130196,0
1713217913,2.7939993,-60.7134368,0
1713217924,2.7954078,-60.7140372,0
1713217930,2.800688,-60.7123516,0
1713217947,2.8038235,-60.7193669,0
1713217950,2.7978903,-60.7113582,0
1713217966,2.7984142,-60.713092,0
1713217971,2.7937471,-60.7126715,0
1713217974,2.7953245,-60.714066,0
1713217989,2.7916486,-60.7141287,0
1713217994,2.8024141,-60.7169696,0
1713217998,2.7970455,-60.7130115,0
1713218002,2.8027653,-60.7189639,0
1713218029,2.8069056,-60.7274036,0
1713218034,2.7949943,-60.7131459,0
1713218042,2.7996821,-60.7137601,0
1713218051,2.7927071,-60.7158334,0
1713218056,2.7943017,-60.7143775,0
1713218074,2.7981637,-60.7121963,0
1713218085,2.791808,-60.7146201,0
1713218092,2.7951583,-60.7135978,0
1713218094,2.8010263,-60.713342,0
1713218095,2.8002652,-60.7135866,0
1713218098,2.797475,-60.7144234,0
1713218106,2.7999261,-60.7126152,0
1713218117,2.8080288,-60.7275337,0
1713218123,2.8022623,-60.717365,0
1713218126,2.7972097,-60.7134776,0
1713218131,2.7969048,-60.7125681,0
1713218133,2.804093,-60.7200511,0
1713218135,2.7988748,-60.7192095,0
1713218141,2.8004669,-60.7187336,0
1713218143,2.8002541,-60.7113012,0
1713218161,2.7941572,-60.713913,0
1713218163,2.8030975,-60.7188731,0
1713218180,2.7989407,-60.7117608,0
1713218185,2.7956964,-60.7149379,0
1713218193,2.7947006,-60.7123585,0
1713218196,2.7993252,-60.712794,0
1713218198,2.7989468,-60.7139637,0
1713218218,2.8021484,-60.7170319,0
1713218227,2.8020785,-60.7242974,0
1713218230,2.7988316,-60.7252469,0
1713218270,2.7970798,-60.7087633,0
1713218272,2.7999995,-60.7107027,0
1713218289,2.7995341,-60.7115302,0
1713252605,2.7978411,-60.7157204,0
1713252607,2.7938087,-60.714525,0
1713252609,2.7950955,-60.7165456,0
1713252612,2.7935273,-60.7151163,0
1713252620,2.7940931,-60.7154171,0
1713252621,2.7976608,-60.710608,0
1713252623,2.7980719,-60.7164861,0
1713252628,2.7964733,-60.7258934,0
1713252630,2.8009518,-60.7202611,0
1713252631,2.7951792,-60.7150973,0
1713252632,2.7971794,-60.7248017,0
1713252637,2.8013254,-60.7216424,0
1713252641,2.7929507,-60.7172095,0
1713252643,2.7934866,-60.7118996,0
1713252645,2.7972051,-60.7091785,0
1713252646,2.7953229,-60.7173118,0
1713252649,2.7952505,-60.7203025,0
1713252650,2.797641,-60.7150482,0
1713252653,2.8018782,-60.7160638,0
1713252662,2.7996446,-60.7221718,0
1713252665,2.7982599,-60.7171552,0
1713252668,2.7929664,-60.7103757,0
1713252670,2.7959935,-60.7138527,0
1713252672,2.7974394,-60.7205739,0
1713252675,2.7984732,-60.7239488,0
1713252686,2.7952541,-60.710516,0
1713252688,2.8014368,-60.7146442,0
1713252690,2.7954885,-60.7112725,0
1713252692,2.8020671,-60.7167149,0
1713252695,2.802501,-60.7180999,0
1713252696,2.7916705,-60.7107986,0
1713252698,2.8012332,-60.7139871,0
1713252700,2.7956997,-60.7186374,0
1713252708,2.7994523,-60.7092154,0
1713252711,2.8011349,-60.7209564,0
1713252712,2.8007391,-60.7195971,0
1713252716,2.7932206,-60.711124,0
1713252717,2.7936665,-60.7155448,0
1713252726,2.7933886,-60.7146653,0
1713252728,2.7950122,-60.7098064,0
1713252731,2.7957158,-60.7120415,0
1713252736,2.8031226,-60.7218419,0
1713252738,2.797411,-60.7098409,0
1713252740,2.8015173,-60.7223184,0
1713252750,2.7958921,-60.719279,0
1713252751,2.797378,-60.720405,0
1713252753,2.7986332,-60.7184449,0
1713252755,2.8029297,-60.7211727,0
1713252756,2.79735,-60.7139307,0
1713252760,2.7946912,-60.7152447,0
1713252763,2.7963091,-60.7147575,0
1713252764,2.7961087,-60.7200348,0
1713252765,2.797667,-60.7212673,0
1713252769,2.7961665,-60.7143285,0
1713252772,2.7984574,-60.7178049,0
1713252777,2.8017014,-60.7229926,0
1713252778,2.7948997,-60.7159204,0
1713252779,2.8016759,-60.7153905,0
1713252782,2.7955125,-60.7179721,0
1713276449,2.7927126,-60.700118,0
1713276456,2.798865,-60.707303,0
1713276507,2.8006338,-60.7284012,0
1713276512,2.803477,-60.7231924,0
1713276518,2.7986414,-60.7245925,0
1713276547,2.8018957,-60.7236499,0
1713276555,2.793379,-60.6986965,0
1713276566,2.798636,-60.7065233,0
1713276593,2.7979739,-60.7043017,0
1713276599,2.8036431,-60.7238656,0
1713276604,2.7971832,-60.71974,0
1713304166,2.8082816,-60.7246877,0
1713304169,2.819968,-60.7275326,0
1713304171,2.8114734,-60.7242453,0
1713304173,2.8091019,-60.7230692,0
1713304175,2.8102162,-60.7249323,0
1713304178,2.8188245,-60.7276244,0
1713304198,2.8195907,-60.7223957,0
1713304201,2.8113601,-60.7259205,0
1713304204,2.8168612,-60.7232093,0
1713304207,2.8271423,-60.7227553,0
1713304209,2.821383,-60.7265796,0
1713304213,2.8138422,-60.7254103,0
1713304216,2.812583,-60.726096,0
1713304220,2.8212446,-60.7248688,0
1713304222,2.8137833,-60.7262552,0
1713304224,2.8188092,-60.7250334,0
1713304237,2.8147011,-60.725528,0
1713304241,2.8138985,-60.7245534,0
1713304243,2.8114217,-60.725081,0
1713304246,2.812625,-60.7252391,0
1713304252,2.8226329,-60.7230523,0
1713304254,2.8127346,-60.7235392,0
1713304256,2.8211397,-60.7231642,0
1713304259,2.8225767,-60.7221915,0
1713304262,2.8146503,-60.7263722,0
1713304264,2.8199129,-60.7266759,0
1713304270,2.8301179,-60.7268448,0
1713304272,2.8149118,-60.722101,0
1713304273,2.8169095,-60.7223511,0
1713304275,2.8198575,-60.7258153,0
1713304277,2.8103828,-60.7223748,0
1713304281,2.8227346,-60.7247865,0
1713304287,2.808431,-60.7229812,0
1713304290,2.8140659,-60.7219932,0
1713304294,2.822684,-60.7239236,0
1713304296,2.8085667,-60.7213044,0
1713304307,2.8178986,-60.724219,0
1713304310,2.8166616,-60.7266265,0
1713304312,2.8299491,-60.7259752,0
1713304316,2.8177297,-60.7267731,0
1713304321,2.8101569,-60.72577,0
1713304323,2.8228837,-60.7273305,0
1713304325,2.8294534,-60.7234222,0
1713304327,2.8090456,-60.7239248,0
1713304329,2.8291255,-60.7217329,0
1713304331,2.8227821,-60.7255962,0
1713304333,2.813944,-60.7236937,0
1713304347,2.8178399,-60.7250483,0
1713304351,2.8102777,-60.7240681,0
1713304352,2.8168026,-60.7240794,0
1713304353,2.8104383,-60.721526,0
1713304355,2.819634,-60.7232566,0
1713304356,2.8197865,-60.724968,0
1713304358,2.8115349,-60.7233782,0
1713304360,2.829293,-60.7225961,0
1713304364,2.8214546,-60.7274231,0
1713304385,2.8091742,-60.7222189,0
1713304386,2.8116051,-60.7225321,0
1713304388,2.8177794,-60.7259259,0
1713304389,2.8188193,-60.7267417,0
1713304390,2.814798,-60.7238079,0
1713304391,2.8179571,-60.723349,0
1713304392,2.8210794,-60.7222995,0
1713304395,2.8273091,-60.7252905,0
1713304399,2.8180137,-60.7225072,0
1713304400,2.8188142,-60.7258812,0
1713304402,2.8228343,-60.7264867,0
1713304404,2.8147516,-60.7246772,0
1713304422,2.8103235,-60.7232162,0
1713304424,2.808992,-60.724775,0
1713304428,2.8213034,-60.7257022,0
1713304430,2.8167016,-60.7257623,0
1713304432,2.8148538,-60.7229705,0
1713304435,2.8167418,-60.7249229,0
1713304439,2.8126833,-60.7244008,0
1713304441,2.8297871,-60.7251406,0
1713308948,2.8342497,-60.7231412,0
1713308951,2.8306105,-60.72166,0
1713308953,2.8304194,-60.7207827,0
1713308959,2.8344411,-60.7239893,0
1713308963,2.8336262,-60.7205292,0
1713308967,2.8326316,-60.7241222,0
1713308972,2.8307966,-60.7225287,0
1713308994,2.8316271,-60.7267627,0
1713308996,2.8327997,-60.7249613,0
1713308999,2.8312627,-60.7250534,0
1713309002,2.8320817,-60.7213675,0
1713309004,2.8348399,-60.7256726,0
1713309005,2.8311247,-60.7242208,0
1713309006,2.8350325,-60.7265209,0
1713309009,2.8309588,-60.7233674,0
1713309012,2.8322912,-60.7224462,0
1713309016,2.8340519,-60.7223288,0
1713309021,2.8319491,-60.7206692,1
1713309025,2.8314399,-60.725926,0
1713309056,2.8346397,-60.7248438,0
1719383719,2.8209532,-60.7205984,0
1719383721,2.8206188,-60.7143097,0
1719383723,2.8193358,-60.7181646,0
1719383725,2.8290592,-60.7278471,0
1719383727,2.8193063,-60.7176147,0
1719383729,2.8268382,-60.7168385,0
1719383730,2.8286312,-60.7226499,0
1719383735,2.827466,-60.7132842,0
1719383737,2.822533,-60.7213477,0
1719383739,2.8270095,-60.7192497,0
1719383742,2.8191997,-60.7155863,0
1719383743,2.826014,-60.7280716,0
1719383744,2.8210017,-60.7214511,0
1719383745,2.8266467,-60.7139079,0
1719383746,2.8287838,-60.7200274,0
1719383747,2.8254466,-60.7186809,0
1719383748,2.8209097,-60.7189451,0
1719383749,2.825525,-60.7210206,0
1719383750,2.819384,-60.7193273,0
1719383752,2.827928,-60.7156065,0
1719383753,2.8207918,-60.717199,0
1719383757,2.8260087,-60.7279514,0
1719383759,2.825777,-60.7245767,0
1719383764,2.8253873,-60.717545,0
1719383765,2.8206619,-60.7149191,0
1719383768,2.827709,-60.7144369,0
1719383771,2.8253515,-60.7169499,0
1719383773,2.8278251,-60.7150351,0
1719383775,2.822029,-60.7295196,0
1719383779,2.8230553,-60.7294484,0
1719383785,2.8183011,-60.7182449,0
1719383787,2.8269679,-60.7201626,0
1719383789,2.8288753,-60.7260471,0
1719383790,2.8219492,-60.7283403,0
1719383792,2.8256693,-60.7228733,0
1719383795,2.8192807,-60.7169955,0
1719383805,2.8289359,-60.7269017,0
1719383806,2.8286193,-60.7191256,0
1719383807,2.8192956,-60.7172889,0
1719383808,2.8182209,-60.7194331,0
1719383809,2.8268745,-60.7174381,0
1719383814,2.825883,-60.7262557,1
1719383827,2.8215088,-60.7282493,0
1719383829,2.8285436,-60.7209409,0
1719383830,2.8282718,-60.717336,0
1719383831,2.8222532,-60.7165526,0
1719383832,2.8283812,-60.7178994,0
1719383833,2.8289893,-60.727729,0
1719383835,2.8251128,-60.7134287,0
1719383839,2.8194804,-60.7206658,0
1719383840,2.8269123,-60.718011,0
1719383841,2.8266227,-60.7133353,0
1719383842,2.8284951,-60.718486,0
1719383844,2.8287561,-60.7243797,0
1719383845,2.8229749,-60.7282875,0
1719383846,2.8196993,-60.7241106,0
1719383848,2.8211989,-60.7240137,0
1719383849,2.8252118,-60.7146132,0
1719383850,2.8183413,-60.7176487,0
1719383851,2.8253146,-60.7163533,0
1719383852,2.8200203,-60.7283463,0
1719383855,2.8252428,-60.7151833,0
1719383856,2.8255959,-60.7219889,0
1719383857,2.8193693,-60.7187815,0
1719383858,2.8220538,-60.7130873,0
1719383859,2.820836,-60.7177824,0
1719383860,2.8181802,-60.7200368,0
1719383861,2.8208829,-60.7183926,0
1719383862,2.820543,-60.7130415,0
1719383863,2.8209949,-60.7213327,0
1719383864,2.8235659,-60.7135125,0
1719383865,2.8244849,-60.7280678,0
1719383868,2.8220794,-60.7136115,0
1719383869,2.8281578,-60.7167487,0
1719383870,2.8207262,-60.7160322,0
1719383871,2.8206779,-60.7154609,0
1719383872,2.8183821,-60.7170438,0
1719383873,2.8275879,-60.7138583,0
1719383874,2.8205818,-60.7137102,0
1719383875,2.8235953,-60.7141104,0
1719383876,2.8267937,-60.7162602,0
1719383877,2.8254875,-60.720269,0
1719383878,2.828047,-60.7161779,0
1719383879,2.8269553,-60.7185935,0
1719383880,2.8182608,-60.7188429,0
1719383881,2.8255397,-60.7211441,0
1719383882,2.8259401,-60.7271269,0
1719383883,2.8222875,-60.7171306,0
1719383885,2.8254127,-60.7181178,0
1719383886,2.8195401,-60.721542,0
1719383887,2.8257106,-60.7237115,0
1719383889,2.8209244,-60.7198007,0
1719383890,2.8191609,-60.7149839,0
1719383891,2.8254717,-60.7193901,0
1719383892,2.8207623,-60.7166585,0
1719383893,2.8267281,-60.7150778,0
1719383894,2.8287973,-60.7252123,0
1719383896,2.8291508,-60.7290203,0
1719383897,2.8194295,-60.7199174,0
1719383898,2.8252996,-60.7157495,0
1719383899,2.8286885,-60.7235006,0
1719383902,2.8188228,-60.7284147,0
1719383903,2.8192369,-60.7161653,0
1719383904,2.8229331,-60.7281725,0
1719383906,2.8266865,-60.7145061,0
1719383907,2.8202228,-60.718689,0
1719383908,2.8267554,-60.7156638,0
1719383909,2.8209271,-60.7191999,0
1719383910,2.8193277,-60.7179071,0
1719383911,2.8285943,-60.7217861,0
1719383912,2.8258358,-60.7254025,0
1719383914,2.8260882,-60.729241,0
1719383915,2.8225257,-60.7212232,0
1719383916,2.8251639,-60.7140175,0
1719599961,2.8298072,-60.717454,0
1719599965,2.8294823,-60.7136504,0
1719599973,2.827688,-60.7143289,0
1719599976,2.8284937,-60.7145621,0
1719599978,2.8297138,-60.7169751,0
1719599981,2.8302626,-60.7198706,0
1719599983,2.8328364,-60.7171608,0
1719599999,2.8313396,-60.7175062,0
1719600000,2.8330209,-60.7179672,0
1719600001,2.8299095,-60.7179516,0
1719600002,2.8294609,-60.7156117,0
1719600003,2.8318269,-60.7155619,0
1719600005,2.8314794,-60.718295,0
1719600008,2.8313633,-60.7176515,0
1719600009,2.828415,-60.7180733,0
1719600011,2.8281194,-60.716551,0
1719600012,2.8300137,-60.7183979,0
1719600014,2.8305694,-60.7124011,0
1719600016,2.8326591,-60.7163906,0
1719600018,2.8308385,-60.7108853,0
1719600020,2.832052,-60.7140368,0
1719600022,2.8298926,-60.7178455,0
1719600024,2.8325661,-60.7157416,0
1719600030,2.8325078,-60.7157526,0
1719600032,2.8321063,-60.714042,0
1719600043,2.8312001,-60.7139003,0
1719600047,2.8283144,-60.7175551,0
1719600050,2.828663,-60.7135058,0
1719600056,2.8311034,-60.7163241,0
1719600058,2.830352,-60.7137734,0
1719600060,2.8309601,-60.7153119,0
1719600062,2.8301454,-60.7190222,0
1719600073,2.8300437,-60.7185092,0
1719600075,2.8279568,-60.7157132,0
1719600077,2.8331986,-60.7187311,0
1719600082,2.8282176,-60.7170568,0
1719600087,2.8314105,-60.7124949,0
1719600088,2.831759,-60.719766,0
1719600089,2.829617,-60.7164258,0
1719600090,2.8311891,-60.7167442,0
1719600093,2.8288378,-60.7121781,0
1719600094,2.8301327,-60.7150615,0
1719600095,2.8316007,-60.7189255,0
1719684098,2.8385443,-60.7186455,0
1719684101,2.838478,-60.7153771,0
1719684106,2.8395508,-60.7156661,0
1719684117,2.8377189,-60.7155068,0
1719684118,2.8378647,-60.7161154,0
1719684119,2.8390651,-60.7212734,0
1719684121,2.834806,-60.7172854,0
1719684125,2.8382511,-60.7177678,0
1719684128,2.8347833,-60.7212064,0
1719684147,2.8348619,-60.717174,0
1719684151,2.8345372,-60.7220987,0
1719684155,2.8382279,-60.7176663,0
1719684156,2.8391939,-60.7213435,0
1719684168,2.8380136,-60.7167126,0
1719684169,2.8348091,-60.721124,0
1719684173,2.8390869,-60.7213638,0
1719684177,2.8401486,-60.716139,0
1719684178,2.8369029,-60.7215495,0
1719684179,2.8356382,-60.7175054,0
1719684186,2.8380883,-60.7166922,0
1719684197,2.8386607,-60.7195263,0
1719684198,2.8383303,-60.7177495,0
1719684202,2.835599,-60.7176029,0
1719684211,2.8365024,-60.7164882,0
1719684212,2.8363388,-60.7157552,0
1719684218,2.8369805,-60.7196667,0
1719684222,2.8387508,-60.7195068,0
1719684229,2.8366458,-60.7170796,0
1719684241,2.8386617,-60.7159196,0
1719684245,2.8354041,-60.718558,0
1719684258,2.8384597,-60.7186642,0
1719684260,2.8342532,-60.72295,0
1719684263,2.8383054,-60.717651,0
1719684266,2.8350045,-60.7202596,0
1719684272,2.8391693,-60.721252,0
1719684274,2.8403922,-60.7165593,0
1719684283,2.8370489,-60.7178696,0
1719684291,2.8400301,-60.7161653,0
1719759903,2.8394992,-60.7231096,0
1719759907,2.8396956,-60.723977,0
1719759919,2.8402476,-60.7257777,0
1719760076,2.839287,-60.7222204,0
1719760081,2.8399377,-60.724944,0
1719760089,2.8354121,-60.7241003,0
1719760091,2.8396031,-60.7230833,0
1719760096,2.8403502,-60.7266966,0
1719760121,2.8400132,-60.7248057,0
1719760127,2.8349748,-60.7259922,0
1719760135,2.8347277,-60.7249046,0
1719760163,2.840144,-60.7257973,0
1719760198,2.8351818,-60.7269306,0
1719760200,2.8345179,-60.7239744,0
1719760261,2.8356468,-60.7289271,0
1719760273,2.8347547,-60.7250377,0
1719760333,2.8383865,-60.7252262,0
1719760450,2.8382143,-60.723302,0
1719760455,2.8398109,-60.7239499,0
1719760478,2.83991,-60.7248285,0
1719760482,2.83777,-60.7288652,0
1719760492,2.8393947,-60.7222063,0
1719760533,2.8400445,-60.7249273,0
1719807581,2.8360915,-60.7308214,0
1719807669,2.8400626,-60.7300064,0
1719807693,2.8389528,-60.73063,0
1719807713,2.8378017,-60.7298577,0
1719837887,2.8368086,-60.7261239,0
1719837888,2.8384816,-60.7260869,0
1719837889,2.8358166,-60.7214329,0
1719837891,2.8397976,-60.7286693,0
1719837896,2.8368763,-60.7224272,0
1719837902,2.838584,-60.7269743,0
1719837905,2.8368427,-60.7242358,0
1719837906,2.838376,-60.7250756,0
1719837908,2.8368081,-60.7252561,0
1719837909,2.8387917,-60.7287968,0
1719837910,2.8368662,-60.7233326,0
1719837915,2.8367641,-60.7270258,0
1719837916,2.8386624,-60.7278673,0
1719837922,2.8388704,-60.7297184,0
1719837924,2.8399777,-60.7295655,0
1719837925,2.8367553,-60.7279455,0
1719837940,2.8381259,-60.7224199,0
1719837945,2.8369029,-60.721449,0
1719837947,2.8367022,-60.7288639,0
1719837950,2.8366988,-60.728962,0
1719837952,2.8355533,-60.7232172,0
1719837959,2.8352718,-60.7249572,0
1719837968,2.8357019,-60.7223372,0
1719837980,2.839889,-60.7180914,0
1719837984,2.8352343,-60.7251025,0
1719837989,2.8394503,-60.7173431,0
1719837991,2.8403477,-60.7189161,0
1719837996,2.8378177,-60.7307223,0
1719838001,2.8368028,-60.7251152,0
1719838002,2.8382987,-60.7242155,0
1719838012,2.8402261,-60.7210211,0
1719838013,2.8398135,-60.7287699,0
1719838015,2.8377669,-60.7289511,0
1719838017,2.8387921,-60.7288888,0
1719838024,2.8403922,-60.7346414,0
1719838027,2.8369404,-60.7205839,0
1719838033,2.8380549,-60.72152,0
1719838037,2.8350855,-60.7260039,0
1719838040,2.8370052,-60.7187732,0
1720486651,2.8248923,-60.7348016,0
1720486653,2.8296861,-60.7336626,0
1720486655,2.8235016,-60.7335381,0
1720486658,2.8280118,-60.7308828,0
1720486660,2.8238568,-60.7323506,0
1720486661,2.8245029,-60.7352149,0
1720486663,2.8295069,-60.7307913,0
1720486665,2.8249781,-60.7362347,0
1720486679,2.8320571,-60.7380644,0
1720486681,2.8278968,-60.7291098,0
1720486683,2.8248351,-60.7328403,0
1720486684,2.8325537,-60.7369954,0
1720486687,2.8322881,-60.7375517,0
1720486688,2.8295154,-60.731385,0
