Source,Target,Distancia
1673707913,1673707916,49.226
1673707913,1673707911,47.902
1673707913,1673707901,100.002
1673707915,1673707923,94.967
1673707915,4859779626,104.128
1673707916,1067748848,63.291
1673707916,1673707913,49.226
1673707916,1673707902,121.076
1673707917,1673707924,165.102
1673707917,1067748624,95.107
1673707917,1673707909,85.622
1673707917,1673707905,159.491
1673707920,1673707926,145.727
1673707920,1673707909,168.239
1673707920,1673707924,88.235
1673707920,1067748756,92.283
1673707921,1673620833,97.949
1673707921,1700999407,10.719
1673707921,6950857487,88.512
1673707922,1067748881,69.112
1673707922,1673620831,67.667
1673707922,1673707932,202.6
1673707922,1673707906,198.45
1673707923,1673707927,103.504
1673707923,1673707933,204.339
1673707923,1673707915,94.967
1673707923,3856609527,128.023
1673707924,1673707917,165.102
1673707924,1673707931,144.781
1673707924,1067749249,58.864
1673707924,1673707920,88.235
1673707925,3856609527,204.269
1673707925,1673707933,128.849
1673707925,1673620833,19.63
1673707926,1673707920,145.727
1673707926,1701728627,8.235
1673707926,1673707931,90.4
1673707927,1673707923,103.504
1673707927,1673707941,199.431
1673707927,4859779626,125.054
1673707927,6950865288,153.475
1673707928,1067748852,14.818
1673707928,1673707943,152.773
1673707928,1067748718,147.0
1673707929,1067748558,10.354
1673707929,1673707930,14.494
1673707929,1673707938,125.154
1673707930,1673707929,14.494
1673707930,1067748795,171.714
1673707930,1067748624,130.599
1673707931,1701728618,8.036
1673707931,1673707924,144.781
1673707931,1067748983,76.901
1673707932,1673707922,202.6
1673707932,4413399748,63.31099999999999
1673707933,1673707941,101.189
1673707933,1673707925,128.849
1673707933,1673707950,198.554
1673707933,1673707923,204.339
1673707934,1673707942,84.929
1673707934,1701728627,138.217
1673707935,1673707956,161.946
1673707935,1673707999,533.8399999999999
1673707938,1067748674,169.79
1673707938,1673707947,116.482
1673707938,1673707929,125.154
1673707938,1067748852,151.299
1673707940,1673707943,146.458
1673707940,1673707948,84.392
1673707940,1067748718,141.402
1673707941,3718928703,73.701
1673707941,1673707933,101.189
1673707941,1673707964,197.884
1673707941,1673707927,199.431
1673707942,1673620894,88.816
1673707942,1673707944,12.436
1673707942,1701728618,139.19099999999997
1673707943,1673707928,152.773
1673707943,1673707947,86.477
1673707943,1673707940,146.458
1673707944,1673620869,171.469
1673707944,1673707959,138.624
1673707944,1673707942,12.436
1673707946,1673707963,150.009
1673707946,1067748674,92.248
1673707946,1067748795,100.977
1673707947,1673707957,73.777
1673707947,1673707960,61.87
1673707947,1673707938,116.482
1673707947,1673707943,86.477
1673707948,1673707960,185.08800000000002
1673707948,1673707976,159.79500000000002
1673707948,1673707940,84.392
1673707950,1673707979,203.882
1673707950,1673707933,198.554
1673707950,1067748548,127.868
1673707950,1673707964,99.98
1673707955,6270810580,14.491
1673707955,3718928703,76.023
1673707955,1673620916,200.287
1673707956,1673707990,196.435
1673707956,1673708012,437.03200000000004
1673707957,1673707965,92.824
1673707957,1673707947,73.777
1673707957,1673707986,187.195
1673707959,1673707961,13.129
1673707959,1673707944,138.624
1673707959,1673620911,109.455
1673707960,1673707948,185.088
1673707960,1673707974,133.11700000000002
1673707960,1673707947,61.87
1673707961,1067749022,180.125
1673707961,1700999429,134.939
1673707961,1673707959,13.129
1673707963,1701728623,11.433
1673707963,1673707946,150.009
1673707963,1067749183,100.132
1673707964,1673707991,203.896
1673707964,1673707941,197.884
1673707964,1673707950,99.98
1673707964,1673707970,75.993
1673707965,1673707957,92.824
1673707965,1673707967,25.395
1673707965,1067748674,86.712
1673707967,3182762361,149.954
1673707967,1673707985,76.999
1673707967,1673707965,25.395
1673707970,1673708003,206.291
1673707970,1673707964,75.993
1673707970,1673620916,73.867
1673707972,1673568242,181.544
1673707972,1673620918,96.208
1673707972,1700999429,13.606
1673707974,1673707960,133.11700000000002
1673707974,1673707976,118.459
1673707974,1673707986,56.957
1673707976,1673707948,159.79500000000002
1673707976,1673707974,118.45899999999997
1673707976,3182669303,234.053
1673707979,1673620908,128.323
1673707979,6950903777,14.362
1673707979,1673707950,203.882
1673707980,1673620919,118.365
1673707980,1673707982,11.571
1673707980,1701728623,130.436
1673707982,1673707998,138.845
1673707982,1673707980,11.571
1673707982,1673620897,197.728
1673707985,1673707967,76.999
1673707985,1673708004,150.641
1673707985,1673707986,186.57600000000002
1673707986,1673707957,187.195
1673707986,1673707974,56.957
1673707986,1673707985,186.576
1673707989,1067748767,181.307
1673707989,6950903776,125.476
1673707989,1673620918,18.223
1673707990,1673708007,99.976
1673707990,3920791561,606.188
1673707991,6974299790,60.573
1673707991,1673707964,203.896
1673707991,6974299793,14.361
1673707993,1673568257,78.175
1673707998,1673708002,12.01
1673707998,1673707982,138.845
1673707998,1673620989,133.882
1673707999,1673708019,202.661
1673707999,1067748579,123.018
1673707999,1673708012,144.281
1673707999,1673707935,533.84
1673708002,1700999379,133.925
1673708002,1673707998,12.01
1673708002,1673620914,169.174
1673708003,1673707991,75.165
1673708003,1673707970,206.291
1673708003,6974299792,12.362
1673708004,1708977955,9.697
1673708004,1673707985,150.641
1673708004,3182669301,246.78900000000002
1673708007,6949030802,179.66899999999998
1673708012,1673708065,202.809
1673708012,1673707999,144.281
1673708012,6950747917,232.759
1673708012,1673707956,437.03200000000004
1673708014,1673621002,97.788
1673708014,1700999379,11.002
1673708014,1673620929,141.231
1673708019,1673708022,12.581
1673708019,1673707999,202.661
1673708019,4413399753,122.83099999999999
1673708022,1673708071,142.835
1673708022,1673708110,180.708
1673708022,1673708019,12.581
1673708029,1673708030,14.16
1673708029,1701068559,123.014
1673708029,6950903776,193.218
1673708030,1701068493,164.039
1673708030,1673708029,14.16
1673708032,1673621014,97.793
1673708032,1700999406,11.104
1673708032,1673708014,132.717
1673708034,1673568281,111.622
1673708038,6949030795,74.87
1673708038,1673708034,40.791
1673708063,1687995956,29.784
1673708065,1673708019,141.553
1673708065,1673708071,13.072
1673708065,1673708012,202.809
1673708071,1673708119,181.892
1673708071,1673708065,13.072
1673708071,3531679333,208.87599999999998
1673708092,1067748775,119.409
1673708092,1673621012,13.897
1673708092,1673708117,174.57600000000002
1673708093,6949030796,45.63
1673708093,1673708063,30.626
1673708110,1673708119,142.377
1673708110,1067748775,142.953
1673708110,1673708117,122.452
1673708110,1673708022,180.708
1673708112,1700545072,44.369
1673708117,1673708143,146.719
1673708117,1673708110,122.452
1673708117,1673708092,174.57600000000002
1673708119,1673621066,113.007
1673708119,1673708110,142.377
1673708119,1673708071,181.892
1673708119,1673708163,217.752
1673708133,2352727433,280.63
1673708137,6950857517,116.73
1673708137,6950857513,200.91899999999998
1673708137,1673621020,238.71699999999998
1673708137,1673621075,214.553
1673708140,1673708156,51.665
1673708140,1673708112,198.048
1673708143,1701068585,203.617
1673708143,1673708145,16.143
1673708143,1673708117,146.719
1673708145,1673708143,16.143
1673708145,6950857505,103.14
1673708156,1673621071,7.544
1673708156,4855900664,37.543
1673708161,6950857508,122.995
1673708161,6950857517,186.399
1673708161,6950857513,117.682
1673708162,1673708164,11.459
1673708162,6945912809,151.60399999999998
1673708163,1673621076,83.895
1673708163,1673708119,217.752
1673708164,1673708185,106.337
1673708164,1673708162,11.459
1673708164,1673708188,155.238
1673708166,1067748894,16.572
1673708167,1673708168,12.651
1673708167,1673621090,143.296
1673708168,1673621089,141.173
1673708168,1067748902,150.924
1673708183,1673708185,9.679
1673708183,1673708162,107.456
1673708185,1673708197,150.521
1673708185,1673708201,151.211
1673708188,1673708189,31.993
1673708188,1673708201,97.282
1673708188,1673708164,155.238
1673708189,1673708188,31.993
1673708190,1673708197,11.073
1673708190,1673708183,150.769
1673708191,1673708190,10.221
1673708197,1673708200,10.568
1673708197,1673708223,151.83100000000002
1673708200,1673708210,136.224
1673708200,1673708191,11.171
1673708201,1673708223,148.50300000000001
1673708201,1673708188,97.282
1673708201,1673621137,216.165
1673708203,1673708211,84.487
1673708205,1673708207,86.07
1673708205,6945912798,292.552
1673708207,1673708191,135.714
1673708207,1673708210,10.136
1673708208,1673708209,80.288
1673708209,1673708248,157.375
1673708209,1673708211,99.373
1673708209,1673708208,80.288
1673708210,1673621133,96.42
1673708211,1673708203,84.487
1673708211,1673708245,112.33
1673708211,1673708218,91.366
1673708211,1673708209,99.373
1673708218,1673708221,111.603
1673708218,1673708211,91.366
1673708218,1673708245,156.745
1673708221,1673708218,111.603
1673708221,2328046412,65.799
1673708223,1673708226,9.744
1673708223,1673708239,81.977
1673708226,1673708241,83.78999999999999
1673708226,1673708200,152.57999999999998
1673708238,6538271739,26.17
1673708238,1673708239,8.257000000000001
1673708239,6538271731,10.283999999999999
1673708241,6538271737,72.79
1673708243,6538271713,8.249
1673708244,6538271712,20.178
1673708244,1673708243,7.35
1673708245,1673708211,112.33
1673708245,1673708248,85.017
1673708245,1673708218,156.745
1673708248,1673708209,157.375
1673708248,1673708245,85.017
1673708248,1687995924,68.793
1673708250,1673708267,144.708
1673708250,1067749223,41.281
1673708250,1673708251,37.789
1673708251,1673708266,133.349
1673708251,1673708250,37.789
1673708251,6950883224,42.685
1673708252,1067748818,39.602
1673708252,1673708262,120.82
1673708252,1067748878,178.99999999999997
1673708257,6950787569,70.204
1673708257,1673708258,7.806
1673708257,1067748878,150.973
1673708258,1067748670,146.915
1673708258,1673708257,7.806
1673708258,1673621186,139.087
1673708262,1673708269,48.912
1673708262,1673708252,120.82000000000001
1673708262,1067748870,87.096
1673708265,3589950162,12.143
1673708265,6657981470,84.755
1673708266,1673708251,133.349
1673708266,1673708267,38.635
1673708267,1673708250,144.708
1673708267,1067748662,45.126
1673708269,1673708262,48.912
1673708269,1067749082,184.93900000000002
1673708269,1067748818,124.67999999999999
1673708269,1673708283,143.20100000000002
1673708270,6947905056,9.764
1673708270,1673708283,124.296
1673708270,1067748818,154.281
1673708274,1673708290,147.95
1673708274,1673708265,133.311
1673708275,3589912249,151.773
1673708275,1673708274,11.764
1673708281,1673708284,11.609
1673708281,1067748812,139.433
1673708281,6950023889,69.054
1673708283,1673708285,9.21
1673708283,1673708322,168.972
1673708283,1673708269,143.20100000000002
1673708284,1673708281,11.609
1673708284,1673708290,133.187
1673708284,1673708265,153.511
1673708285,1673621196,137.75
1673708285,1673708283,9.21
1673708285,6947905056,124.686
1673708286,1687953326,15.019
1673708286,1067748926,71.525
1673708287,1067748677,142.606
1673708287,1067748618,17.114
1673708289,1687953385,71.448
1673708289,1067748625,69.945
1673708289,1687953416,139.914
1673708290,1673708284,133.187
1673708290,1673708291,10.027
1673708290,1673708339,144.649
1673708291,1673708275,149.555
1673708291,1673708290,10.027
1673708291,1673621199,98.065
1673708303,3714311039,51.75
1673708303,3714311037,17.331
1673708304,1673708323,14.289
1673708304,1673708303,52.261
1673708305,1673708339,132.714
1673708305,6950023888,14.054
1673708305,1673708284,144.413
1673708306,1673708326,15.593
1673708306,1673708304,71.48
1673708308,1067748677,70.565
1673708308,1673708309,70.814
1673708308,1673708306,16.865
1673708309,1687953306,74.514
1673708309,1067748625,64.811
1673708309,1673708308,70.814
1673708322,1673708328,10.134
1673708322,1067749082,66.391
1673708323,1673708304,14.289
1673708323,1673708348,120.264
1673708323,1673708326,70.806
1673708325,1673708343,122.327
1673708325,1673708328,6.695
1673708326,1687953303,55.166
1673708326,1687953299,16.976
1673708327,1673708285,168.24
1673708327,1673708322,8.203
1673708328,1673708330,8.746
1673708329,1067748611,161.9
1673708329,3663945706,166.51000000000002
1673708329,1673708343,92.27
1673708329,1673621195,118.561
1673708330,1673708327,10.529
1673708330,1673708332,50.614
1673708332,1673708357,113.729
1673708332,1673621210,80.54599999999999
1673708334,1673708335,70.733
1673708334,1067748811,18.719
1673708334,1687953356,140.827
1673708335,1673708334,70.733
1673708335,1687953326,141.868
1673708335,1673708337,70.12700000000001
1673708336,1067748578,136.672
1673708336,5309545900,164.543
1673708336,1673708340,14.675
1673708337,1067749013,36.311
1673708337,1673708335,70.12700000000001
1673708337,1895579726,75.256
1673708338,1673708354,62.019
1673708338,1067749177,85.28
1673708339,1673708305,132.714
1673708339,1673708341,11.271
1673708339,1673708359,123.774
1673708340,1673708359,131.176
1673708340,1673708305,122.557
1673708340,1673708336,14.674999999999999
1673708341,1673708339,11.271
1673708341,1673621224,98.188
1673708341,1673708291,143.537
1673708342,1687953416,12.587
1673708342,1707757197,24.966
