Source,Target,Distancia,Peso_Source,Peso_Target
1673621341.0,1710134592.0,4632.498,2.0,1.0
1673621341.0,1710508913.0,4330.072999999999,2.0,2.0
1673621341.0,1711780123.0,3493.966,2.0,5.0
1673621341.0,1711846561.0,3135.5580000000004,2.0,1.0
1673621341.0,1712774117.0,5791.913,2.0,2.0
1673621341.0,1712842203.0,5865.876000000002,2.0,1.0
1673621341.0,1713309021.0,5365.852999999999,2.0,1.0
1673621341.0,1719383814.0,6032.033000000001,2.0,1.0
1673621341.0,1720638931.0,7644.933000000001,2.0,4.0
1673621341.0,1720639041.0,7663.803,2.0,1.0
1673621341.0,1721068672.0,9677.662000000002,2.0,11.0
1673621341.0,1721897516.0,9433.308000000003,2.0,1.0
1673621341.0,1722356998.0,7284.837,2.0,1.0
1673621341.0,1722357024.0,7306.933,2.0,2.0
1673621341.0,1722357030.0,7946.338000000001,2.0,1.0
1673621341.0,1722357087.0,7860.253000000001,2.0,1.0
1673621341.0,1723199177.0,7582.686000000003,2.0,1.0
1673621341.0,3182669297.0,1661.565,2.0,1.0
1673621341.0,3589901740.0,155.60999999999999,2.0,2.0
1673621341.0,3589971252.0,1146.3410000000001,2.0,1.0
1673621341.0,3648081932.0,959.504,2.0,2.0
1673621341.0,3648084762.0,906.7120000000001,2.0,1.0
1673621341.0,3710970920.0,765.767,2.0,3.0
1673621341.0,3877613725.0,5863.924000000001,2.0,1.0
1673621341.0,4285277775.0,5293.112000000003,2.0,1.0
1673621341.0,6270810586.0,7100.709000000002,2.0,5.0
1673621341.0,6929449053.0,6445.650000000002,2.0,1.0
1673621341.0,6945912850.0,1395.531,2.0,1.0
1673621341.0,6948462876.0,6105.873000000002,2.0,2.0
1673621341.0,6948976937.0,2025.4000000000005,2.0,4.0
1673621341.0,6950023886.0,1043.8020000000001,2.0,1.0
1673621341.0,6950806723.0,4697.343999999999,2.0,2.0
1673621341.0,6950853769.0,2562.2110000000002,2.0,1.0
1673621341.0,6950857512.0,1410.199,2.0,2.0
1673621341.0,7069614076.0,4489.116,2.0,1.0
1673621341.0,8518750867.0,4554.396000000001,2.0,1.0
1673621341.0,8629532349.0,5374.188999999999,2.0,1.0
1673621341.0,8720034349.0,8153.021,2.0,1.0
1673621519.0,1673707915.0,5204.525000000001,1.0,1.0
1673621519.0,1673708145.0,4098.729,1.0,1.0
1673621519.0,1673708270.0,2879.5550000000007,1.0,1.0
1673621519.0,1673708443.0,2096.851,1.0,2.0
1673621519.0,1684682903.0,9074.434999999998,1.0,1.0
1673621519.0,1685344795.0,6884.345999999999,1.0,2.0
1673621519.0,1687996037.0,4143.684000000001,1.0,1.0
1673621519.0,1700532493.0,9202.72,1.0,1.0
1673621519.0,1700543317.0,6218.151,1.0,1.0
1673621519.0,1701116404.0,2194.0080000000003,1.0,2.0
1673621519.0,1706580382.0,2995.243,1.0,1.0
1673621519.0,1710105237.0,1305.959,1.0,1.0
1673621519.0,1710115604.0,2176.345,1.0,1.0
1673621519.0,1710134589.0,2416.4079999999994,1.0,2.0
1673621519.0,1710134592.0,2137.63,1.0,1.0
1673621519.0,1710508913.0,1835.2049999999995,1.0,2.0
1673621519.0,1711780123.0,5843.994000000002,1.0,5.0
1673621519.0,1711846561.0,5480.759999999999,1.0,1.0
1673621519.0,1712774117.0,7774.616999999998,1.0,2.0
1673621519.0,1712842203.0,8114.094999999999,1.0,1.0
1673621519.0,1713309021.0,6584.060000000001,1.0,1.0
1673621519.0,1719383814.0,7341.027000000002,1.0,1.0
1673621519.0,1720638931.0,9214.576000000003,1.0,4.0
1673621519.0,1720639041.0,9617.015,1.0,1.0
1673621519.0,1721068672.0,11766.437,1.0,11.0
1673621519.0,1721897516.0,11522.083,1.0,1.0
1673621519.0,1722356998.0,9374.400000000001,1.0,1.0
1673621519.0,1722357024.0,9396.496000000001,1.0,2.0
1673621519.0,1722357030.0,9998.412999999999,1.0,1.0
1673621519.0,1722357087.0,9912.328,1.0,1.0
1673621519.0,1723199177.0,9830.904999999999,1.0,1.0
1673621519.0,3182669297.0,3646.675,1.0,1.0
1673621519.0,3589901740.0,2640.915,1.0,2.0
1673621519.0,3589971252.0,2951.6600000000003,1.0,1.0
1673621519.0,3648081932.0,2504.217,1.0,2.0
1673621519.0,3648084762.0,2651.907,1.0,1.0
1673621519.0,3710970920.0,3260.635,1.0,3.0
1673621519.0,3877613725.0,7484.607000000003,1.0,1.0
1673621519.0,4285277775.0,6511.319000000003,1.0,1.0
1673621519.0,6270810586.0,9083.412999999999,1.0,5.0
1673621519.0,6929449053.0,8693.868999999999,1.0,1.0
1673621519.0,6945912850.0,2845.837,1.0,1.0
1673621519.0,6948462876.0,7324.080000000003,1.0,2.0
1673621519.0,6948976937.0,3603.652999999999,1.0,4.0
1673621519.0,6950023886.0,2288.561,1.0,1.0
1673621519.0,6950806723.0,6318.9540000000015,1.0,2.0
1673621519.0,6950853769.0,4913.107000000001,1.0,1.0
1673621519.0,6950857512.0,3760.227,1.0,2.0
1673621519.0,7069614076.0,6739.665,1.0,1.0
1673621519.0,8518750867.0,6804.945000000001,1.0,1.0
1673621519.0,8629532349.0,7624.737999999999,1.0,1.0
1673621519.0,8720034349.0,10106.232999999998,1.0,1.0
1673707915.0,1673708145.0,1504.5230000000004,1.0,1.0
1673707915.0,1673708270.0,3438.908,1.0,1.0
1673707915.0,1673708443.0,4040.386,1.0,2.0
1673707915.0,1684682903.0,5205.583999999999,1.0,1.0
1673707915.0,1685344795.0,3527.7329999999993,1.0,2.0
1673707915.0,1687996037.0,1762.649,1.0,1.0
1673707915.0,1700532493.0,6231.587,1.0,1.0
1673707915.0,1700543317.0,2304.7739999999994,1.0,1.0
1673707915.0,1701116404.0,5856.157000000003,1.0,2.0
1673707915.0,1706580382.0,4251.053000000001,1.0,1.0
1673707915.0,1710105237.0,5922.336000000002,1.0,1.0
1673707915.0,1710115604.0,7380.870000000001,1.0,1.0
1673707915.0,1710134589.0,7620.932999999999,1.0,2.0
1673707915.0,1710134592.0,7342.1550000000025,1.0,1.0
1673707915.0,1710508913.0,7039.730000000001,1.0,2.0
1673707915.0,1711780123.0,1240.9279999999999,1.0,5.0
1673707915.0,1711846561.0,526.57,1.0,1.0
1673707915.0,1712774117.0,4207.928999999999,1.0,2.0
1673707915.0,1712842203.0,4087.4350000000004,1.0,1.0
1673707915.0,1713309021.0,5405.283999999998,1.0,1.0
1673707915.0,1719383814.0,5748.2800000000025,1.0,1.0
1673707915.0,1720638931.0,7361.180000000002,1.0,4.0
1673707915.0,1720639041.0,6959.694000000001,1.0,1.0
1673707915.0,1721068672.0,7760.029,1.0,11.0
1673707915.0,1721897516.0,7515.675000000002,1.0,1.0
1673707915.0,1722356998.0,5546.229,1.0,1.0
1673707915.0,1722357024.0,5568.325,1.0,2.0
1673707915.0,1722357030.0,6207.7300000000005,1.0,1.0
1673707915.0,1722357087.0,6121.645,1.0,1.0
1673707915.0,1723199177.0,5308.455000000002,1.0,1.0
1673707915.0,3182669297.0,1755.2970000000003,1.0,1.0
1673707915.0,3589901740.0,2932.8140000000003,1.0,2.0
1673707915.0,3589971252.0,2252.8650000000007,1.0,1.0
1673707915.0,3648081932.0,2742.875000000001,1.0,2.0
1673707915.0,3648084762.0,2552.618000000001,1.0,1.0
1673707915.0,3710970920.0,2316.9500000000003,1.0,3.0
1673707915.0,3877613725.0,5580.171000000002,1.0,1.0
1673707915.0,4285277775.0,5167.876000000001,1.0,1.0
1673707915.0,6270810586.0,5516.725000000001,1.0,5.0
1673707915.0,6929449053.0,4179.83,1.0,1.0
1673707915.0,6945912850.0,2924.7290000000003,1.0,1.0
1673707915.0,6948462876.0,5980.637000000001,1.0,2.0
1673707915.0,6948976937.0,2663.368,1.0,4.0
1673707915.0,6950023886.0,3118.815000000001,1.0,1.0
1673707915.0,6950806723.0,4413.591,1.0,2.0
1673707915.0,6950853769.0,1477.4170000000001,1.0,1.0
1673707915.0,6950857512.0,1759.8320000000006,1.0,2.0
1673707915.0,7069614076.0,1767.4,1.0,1.0
1673707915.0,8518750867.0,1795.442,1.0,1.0
1673707915.0,8629532349.0,2615.767,1.0,1.0
1673707915.0,8720034349.0,7448.912000000001,1.0,1.0
1673708145.0,1673708270.0,2454.095,1.0,1.0
1673708145.0,1673708443.0,3045.0999999999995,1.0,2.0
1673708145.0,1684682903.0,5432.258999999998,1.0,1.0
1673708145.0,1685344795.0,3658.1610000000005,1.0,2.0
1673708145.0,1687996037.0,281.104,1.0,1.0
1673708145.0,1700532493.0,6349.164,1.0,1.0
1673708145.0,1700543317.0,2503.081,1.0,1.0
1673708145.0,1701116404.0,4750.361000000002,1.0,2.0
1673708145.0,1706580382.0,3182.3849999999998,1.0,1.0
1673708145.0,1710105237.0,4816.540000000002,1.0,1.0
1673708145.0,1710115604.0,6275.0740000000005,1.0,1.0
1673708145.0,1710134589.0,6515.136999999999,1.0,2.0
1673708145.0,1710134592.0,6236.359000000002,1.0,1.0
1673708145.0,1710508913.0,5933.934000000001,1.0,2.0
1673708145.0,1711780123.0,1951.5450000000005,1.0,5.0
1673708145.0,1711846561.0,1390.8879999999997,1.0,1.0
1673708145.0,1712774117.0,4406.236,1.0,2.0
1673708145.0,1712842203.0,4325.575000000001,1.0,1.0
1673708145.0,1713309021.0,5262.761999999999,1.0,1.0
1673708145.0,1719383814.0,5605.7580000000025,1.0,1.0
1673708145.0,1720638931.0,7218.658000000002,1.0,4.0
1673708145.0,1720639041.0,6912.3330000000005,1.0,1.0
1673708145.0,1721068672.0,8137.360999999999,1.0,11.0
1673708145.0,1721897516.0,7893.0070000000005,1.0,1.0
1673708145.0,1722356998.0,5744.535999999999,1.0,1.0
1673708145.0,1722357024.0,5766.631999999999,1.0,2.0
1673708145.0,1722357030.0,6406.036999999999,1.0,1.0
1673708145.0,1722357087.0,6319.951999999999,1.0,1.0
1673708145.0,1723199177.0,6042.385000000002,1.0,1.0
1673708145.0,3182669297.0,973.8860000000001,1.0,1.0
1673708145.0,3589901740.0,1600.6920000000002,1.0,2.0
1673708145.0,3589971252.0,1305.315,1.0,1.0
1673708145.0,3648081932.0,1637.0790000000002,1.0,2.0
1673708145.0,3648084762.0,1446.8220000000003,1.0,1.0
1673708145.0,3710970920.0,982.9340000000001,1.0,3.0
1673708145.0,3877613725.0,5437.649000000002,1.0,1.0
1673708145.0,4285277775.0,5025.354000000002,1.0,1.0
1673708145.0,6270810586.0,5715.032000000002,1.0,5.0
1673708145.0,6929449053.0,4905.349000000001,1.0,1.0
1673708145.0,6945912850.0,1939.916,1.0,1.0
1673708145.0,6948462876.0,5838.115000000002,1.0,2.0
1673708145.0,6948976937.0,1917.3770000000002,1.0,4.0
1673708145.0,6950023886.0,2013.0190000000005,1.0,1.0
1673708145.0,6950806723.0,4271.069,1.0,2.0
1673708145.0,6950853769.0,1050.527,1.0,1.0
1673708145.0,6950857512.0,338.502,1.0,2.0
1673708145.0,7069614076.0,2761.1089999999995,1.0,1.0
1673708145.0,8518750867.0,2826.388999999999,1.0,1.0
1673708145.0,8629532349.0,3646.1819999999993,1.0,1.0
1673708145.0,8720034349.0,7401.551,1.0,1.0
1673708270.0,1673708443.0,1018.0239999999999,1.0,2.0
1673708270.0,1684682903.0,7680.073999999999,1.0,1.0
1673708270.0,1685344795.0,5905.503999999997,1.0,2.0
1673708270.0,1687996037.0,2528.446999999999,1.0,1.0
1673708270.0,1700532493.0,8408.182,1.0,1.0
1673708270.0,1700543317.0,4750.896,1.0,1.0
1673708270.0,1701116404.0,3158.367,1.0,2.0
1673708270.0,1706580382.0,3486.563,1.0,1.0
1673708270.0,1710105237.0,3258.745999999999,1.0,1.0
1673708270.0,1710115604.0,5053.968000000001,1.0,1.0
1673708270.0,1710134589.0,5294.54,1.0,2.0
1673708270.0,1710134592.0,5004.064000000001,1.0,1.0
1673708270.0,1710508913.0,4701.639,1.0,2.0
1673708270.0,1711780123.0,4199.359999999999,1.0,5.0
1673708270.0,1711846561.0,3751.421,1.0,1.0
1673708270.0,1712774117.0,6654.051,1.0,2.0
1673708270.0,1712842203.0,6573.390000000003,1.0,1.0
1673708270.0,1713309021.0,6847.710999999996,1.0,1.0
1673708270.0,1719383814.0,7190.7069999999985,1.0,1.0
1673708270.0,1720638931.0,8803.606999999998,1.0,4.0
1673708270.0,1720639041.0,8822.477,1.0,1.0
1673708270.0,1721068672.0,10385.176000000001,1.0,11.0
1673708270.0,1721897516.0,10140.822000000002,1.0,1.0
1673708270.0,1722356998.0,7992.351,1.0,1.0
1673708270.0,1722357024.0,8014.446999999999,1.0,2.0
1673708270.0,1722357030.0,8653.851999999999,1.0,1.0
1673708270.0,1722357087.0,8567.767,1.0,1.0
1673708270.0,1723199177.0,8290.200000000004,1.0,1.0
1673708270.0,3182669297.0,1684.4259999999997,1.0,1.0
1673708270.0,3589901740.0,1709.277,1.0,2.0
1673708270.0,3589971252.0,1222.837,1.0,1.0
1673708270.0,3648081932.0,1022.47,1.0,2.0
1673708270.0,3648084762.0,1212.7269999999999,1.0,1.0
1673708270.0,3710970920.0,1924.4409999999996,1.0,3.0
1673708270.0,3877613725.0,7022.597999999998,1.0,1.0
1673708270.0,4285277775.0,6610.302999999999,1.0,1.0
1673708270.0,6270810586.0,7962.8470000000025,1.0,5.0
1673708270.0,6929449053.0,7153.1640000000025,1.0,1.0
1673708270.0,6945912850.0,667.044,1.0,1.0
1673708270.0,6948462876.0,7423.0639999999985,1.0,2.0
1673708270.0,6948976937.0,1225.136,1.0,4.0
1673708270.0,6950023886.0,811.721,1.0,1.0
1673708270.0,6950806723.0,5856.017999999996,1.0,2.0
1673708270.0,6950853769.0,3297.8699999999994,1.0,1.0
1673708270.0,6950857512.0,2115.5929999999994,1.0,2.0
1673708270.0,7069614076.0,5010.326,1.0,1.0
1673708270.0,8518750867.0,5075.606000000001,1.0,1.0
1673708270.0,8629532349.0,5895.398999999999,1.0,1.0
1673708270.0,8720034349.0,9311.695,1.0,1.0
1673708443.0,1684682903.0,8271.079,2.0,1.0
1673708443.0,1685344795.0,6496.508999999997,2.0,2.0
1673708443.0,1687996037.0,3119.4519999999993,2.0,1.0
1673708443.0,1700532493.0,8910.733000000002,2.0,1.0
1673708443.0,1700543317.0,5341.901,2.0,1.0
1673708443.0,1701116404.0,2151.15,2.0,2.0
1673708443.0,1706580382.0,3608.7679999999996,2.0,1.0
1673708443.0,1710105237.0,2250.4109999999996,2.0,1.0
1673708443.0,1710115604.0,4174.415999999999,2.0,1.0
1673708443.0,1710134589.0,4414.988,2.0,2.0
1673708443.0,1710134592.0,4124.511999999999,2.0,1.0
1673708443.0,1710508913.0,3822.0869999999995,2.0,2.0
1673708443.0,1711780123.0,4790.365,2.0,5.0
1673708443.0,1711846561.0,4344.218000000002,2.0,1.0
1673708443.0,1712774117.0,7245.056000000001,2.0,2.0
1673708443.0,1712842203.0,7164.395000000002,2.0,1.0
1673708443.0,1713309021.0,7197.585,2.0,1.0
1673708443.0,1719383814.0,7693.258,2.0,1.0
1673708443.0,1720638931.0,9306.158,2.0,4.0
1673708443.0,1720639041.0,9325.028000000002,2.0,1.0
1673708443.0,1721068672.0,10976.180999999999,2.0,11.0
1673708443.0,1721897516.0,10731.827,2.0,1.0
1673708443.0,1722356998.0,8583.356000000002,2.0,1.0
1673708443.0,1722357024.0,8605.452000000001,2.0,2.0
1673708443.0,1722357030.0,9244.857000000002,2.0,1.0
1673708443.0,1722357087.0,9158.772000000003,2.0,1.0
1673708443.0,1723199177.0,8881.205000000002,2.0,1.0
1673708443.0,3182669297.0,2285.0889999999995,2.0,1.0
1673708443.0,3589901740.0,1976.87,2.0,2.0
1673708443.0,3589971252.0,1815.548,2.0,1.0
1673708443.0,3648081932.0,1440.647,2.0,2.0
1673708443.0,3648084762.0,1630.904,2.0,1.0
1673708443.0,3710970920.0,2426.992,2.0,3.0
1673708443.0,3877613725.0,7525.148999999999,2.0,1.0
1673708443.0,4285277775.0,7112.854,2.0,1.0
1673708443.0,6270810586.0,8553.852000000003,2.0,5.0
1673708443.0,6929449053.0,7744.169000000003,2.0,1.0
1673708443.0,6945912850.0,1136.457,2.0,1.0
1673708443.0,6948462876.0,7925.615,2.0,2.0
1673708443.0,6948976937.0,2005.6939999999997,2.0,4.0
1673708443.0,6950023886.0,1208.425,2.0,1.0
1673708443.0,6950806723.0,6358.568999999998,2.0,2.0
1673708443.0,6950853769.0,3888.8749999999995,2.0,1.0
1673708443.0,6950857512.0,2706.5979999999995,2.0,2.0
1673708443.0,7069614076.0,5603.123000000001,2.0,1.0
1673708443.0,8518750867.0,5668.403000000002,2.0,1.0
1673708443.0,8629532349.0,6488.196000000001,2.0,1.0
1673708443.0,8720034349.0,9814.246000000001,2.0,1.0
1684682903.0,1685344795.0,2327.5059999999994,1.0,2.0
1684682903.0,1687996037.0,5179.771999999999,1.0,1.0
1684682903.0,1700532493.0,1722.6699999999998,1.0,1.0
1684682903.0,1700543317.0,2929.1779999999994,1.0,1.0
1684682903.0,1701116404.0,9975.087999999996,1.0,2.0
1684682903.0,1706580382.0,6533.248000000001,1.0,1.0
1684682903.0,1710105237.0,10041.266999999996,1.0,1.0
1684682903.0,1710115604.0,11250.779999999997,1.0,1.0
1684682903.0,1710134589.0,11490.842999999999,1.0,2.0
1684682903.0,1710134592.0,11212.065,1.0,1.0
1684682903.0,1710508913.0,10909.640000000001,1.0,2.0
1684682903.0,1711780123.0,3966.443,1.0,5.0
1684682903.0,1711846561.0,4706.124999999999,1.0,1.0
1684682903.0,1712774117.0,1437.69,1.0,2.0
1684682903.0,1712842203.0,1217.2099999999998,1.0,1.0
1684682903.0,1713309021.0,3362.135999999999,1.0,1.0
1684682903.0,1719383814.0,2167.4379999999996,1.0,1.0
1684682903.0,1720638931.0,3077.106,1.0,4.0
1684682903.0,1720639041.0,2450.777,1.0,1.0
1684682903.0,1721068672.0,2830.1160000000004,1.0,11.0
1684682903.0,1721897516.0,2585.7620000000006,1.0,1.0
1684682903.0,1722356998.0,689.6739999999999,1.0,1.0
1684682903.0,1722357024.0,710.3159999999999,1.0,2.0
1684682903.0,1722357030.0,1316.1719999999998,1.0,1.0
1684682903.0,1722357087.0,1230.0869999999998,1.0,1.0
1684682903.0,1723199177.0,1085.872,1.0,1.0
1684682903.0,3182669297.0,6344.129999999999,1.0,1.0
1684682903.0,3589901740.0,6824.550999999998,1.0,2.0
1684682903.0,3589971252.0,6531.293999999999,1.0,1.0
1684682903.0,3648081932.0,6861.805999999998,1.0,2.0
1684682903.0,3648084762.0,6671.548999999998,1.0,1.0
1684682903.0,3710970920.0,6206.792999999998,1.0,3.0
1684682903.0,3877613725.0,1999.3289999999997,1.0,1.0
1684682903.0,4285277775.0,3042.3979999999992,1.0,1.0
1684682903.0,6270810586.0,832.7850000000001,1.0,5.0
1684682903.0,6929449053.0,1248.343,1.0,1.0
1684682903.0,6945912850.0,7165.894999999999,1.0,1.0
1684682903.0,6948462876.0,2543.937,1.0,2.0
1684682903.0,6948976937.0,7220.686,1.0,4.0
1684682903.0,6950023886.0,7237.745999999997,1.0,1.0
1684682903.0,6950806723.0,3019.055,1.0,2.0
1684682903.0,6950853769.0,4765.078999999999,1.0,1.0
1684682903.0,6950857512.0,5564.481,1.0,2.0
1684682903.0,7069614076.0,3669.3870000000006,1.0,1.0
1684682903.0,8518750867.0,3620.8430000000008,1.0,1.0
1684682903.0,8629532349.0,2784.3140000000008,1.0,1.0
1684682903.0,8720034349.0,2939.995,1.0,1.0
1685344795.0,1687996037.0,3377.0570000000002,2.0,1.0
1685344795.0,1700532493.0,2835.3450000000003,2.0,1.0
1685344795.0,1700543317.0,1367.6630000000002,2.0,1.0
1685344795.0,1701116404.0,8172.373000000003,2.0,2.0
1685344795.0,1706580382.0,4285.731,2.0,1.0
1685344795.0,1710105237.0,8172.806999999999,2.0,1.0
1685344795.0,1710115604.0,9060.690999999999,2.0,1.0
1685344795.0,1710134589.0,9300.754,2.0,2.0
1685344795.0,1710134592.0,9021.975999999999,2.0,1.0
1685344795.0,1710508913.0,8719.551,2.0,2.0
1685344795.0,1711780123.0,2341.1480000000006,2.0,5.0
1685344795.0,1711846561.0,3028.274,2.0,1.0
1685344795.0,1712774117.0,897.567,2.0,2.0
1685344795.0,1712842203.0,1390.972,2.0,1.0
1685344795.0,1713309021.0,2615.8700000000003,2.0,1.0
1685344795.0,1719383814.0,2676.127,2.0,1.0
1685344795.0,1720638931.0,4189.781000000001,2.0,4.0
1685344795.0,1720639041.0,3563.452,2.0,1.0
1685344795.0,1721068672.0,4954.820999999999,2.0,11.0
1685344795.0,1721897516.0,4710.467000000001,2.0,1.0
1685344795.0,1722356998.0,2617.8210000000004,2.0,1.0
1685344795.0,1722357024.0,2639.9170000000004,2.0,2.0
1685344795.0,1722357030.0,3186.797,2.0,1.0
1685344795.0,1722357087.0,3100.712,2.0,1.0
1685344795.0,1723199177.0,3107.7819999999997,2.0,1.0
1685344795.0,3182669297.0,4569.56,2.0,1.0
1685344795.0,3589901740.0,4758.014999999998,2.0,2.0
1685344795.0,3589971252.0,4756.724,2.0,1.0
1685344795.0,3648081932.0,5059.091,2.0,2.0
1685344795.0,3648084762.0,4868.834000000001,2.0,1.0
1685344795.0,3710970920.0,4135.874999999998,2.0,3.0
1685344795.0,3877613725.0,2508.018,2.0,1.0
1685344795.0,4285277775.0,2378.462,2.0,1.0
1685344795.0,6270810586.0,2205.31,2.0,5.0
1685344795.0,6929449053.0,1970.7459999999999,2.0,1.0
1685344795.0,6945912850.0,5391.325,2.0,1.0
1685344795.0,6948462876.0,3191.223,2.0,2.0
1685344795.0,6948976937.0,5446.116000000001,2.0,4.0
1685344795.0,6950023886.0,5435.031,2.0,1.0
1685344795.0,6950806723.0,1341.438,2.0,2.0
1685344795.0,6950853769.0,2658.532,2.0,1.0
1685344795.0,6950857512.0,3789.911,2.0,2.0
1685344795.0,7069614076.0,3310.0550000000003,2.0,1.0
1685344795.0,8518750867.0,3261.5110000000004,2.0,1.0
1685344795.0,8629532349.0,2424.9820000000004,2.0,1.0
1685344795.0,8720034349.0,4052.67,2.0,1.0
1687996037.0,1700532493.0,6068.0599999999995,1.0,1.0
1687996037.0,1700543317.0,2250.5939999999996,1.0,1.0
1687996037.0,1701116404.0,4795.316000000002,1.0,2.0
1687996037.0,1706580382.0,2901.281,1.0,1.0
1687996037.0,1710105237.0,4861.495000000002,1.0,1.0
1687996037.0,1710115604.0,6320.029,1.0,1.0
1687996037.0,1710134589.0,6560.091999999999,1.0,2.0
1687996037.0,1710134592.0,6281.314000000002,1.0,1.0
1687996037.0,1710508913.0,5978.889000000001,1.0,2.0
1687996037.0,1711780123.0,1702.7540000000004,1.0,5.0
1687996037.0,1711846561.0,1482.031,1.0,1.0
1687996037.0,1712774117.0,4138.245,1.0,2.0
1687996037.0,1712842203.0,4073.0879999999997,1.0,1.0
1687996037.0,1713309021.0,4981.657999999999,1.0,1.0
1687996037.0,1719383814.0,5324.654000000004,1.0,1.0
1687996037.0,1720638931.0,6937.554000000004,1.0,4.0
1687996037.0,1720639041.0,6631.229000000001,1.0,1.0
1687996037.0,1721068672.0,7884.874,1.0,11.0
1687996037.0,1721897516.0,7640.520000000001,1.0,1.0
1687996037.0,1722356998.0,5492.049,1.0,1.0
1687996037.0,1722357024.0,5514.1449999999995,1.0,2.0
1687996037.0,1722357030.0,6153.55,1.0,1.0
1687996037.0,1722357087.0,6067.465,1.0,1.0
1687996037.0,1723199177.0,5789.898000000001,1.0,1.0
1687996037.0,3182669297.0,1192.5030000000002,1.0,1.0
1687996037.0,3589901740.0,1644.779,1.0,2.0
1687996037.0,3589971252.0,1379.667,1.0,1.0
1687996037.0,3648081932.0,1682.034,1.0,2.0
1687996037.0,3648084762.0,1491.7770000000003,1.0,1.0
1687996037.0,3710970920.0,1027.021,1.0,3.0
1687996037.0,3877613725.0,5156.545000000004,1.0,1.0
1687996037.0,4285277775.0,4744.250000000002,1.0,1.0
1687996037.0,6270810586.0,5447.041000000002,1.0,5.0
1687996037.0,6929449053.0,4652.862,1.0,1.0
1687996037.0,6945912850.0,2014.2679999999998,1.0,1.0
1687996037.0,6948462876.0,5557.011000000001,1.0,2.0
1687996037.0,6948976937.0,2069.0589999999997,1.0,4.0
1687996037.0,6950023886.0,2057.9740000000006,1.0,1.0
1687996037.0,6950806723.0,3989.965000000001,1.0,2.0
1687996037.0,6950853769.0,769.423,1.0,1.0
1687996037.0,6950857512.0,412.85400000000004,1.0,2.0
1687996037.0,7069614076.0,2956.9919999999997,1.0,1.0
1687996037.0,8518750867.0,3022.2719999999995,1.0,1.0
1687996037.0,8629532349.0,3787.9060000000013,1.0,1.0
1687996037.0,8720034349.0,7120.447000000001,1.0,1.0
1700532493.0,1700543317.0,4203.008000000001,1.0,1.0
1700532493.0,1701116404.0,10583.367999999997,1.0,2.0
1700532493.0,1706580382.0,6497.705000000002,1.0,1.0
1700532493.0,1710105237.0,10491.181000000002,1.0,1.0
1700532493.0,1710115604.0,11379.065000000002,1.0,1.0
1700532493.0,1710134589.0,11619.128000000004,1.0,2.0
1700532493.0,1710134592.0,11340.350000000006,1.0,1.0
1700532493.0,1710508913.0,11037.925000000007,1.0,2.0
1700532493.0,1711780123.0,5135.110999999999,1.0,5.0
1700532493.0,1711846561.0,5732.127999999999,1.0,1.0
1700532493.0,1712774117.0,2198.6809999999996,1.0,2.0
1700532493.0,1712842203.0,2916.547999999999,1.0,1.0
1700532493.0,1713309021.0,3325.332999999999,1.0,1.0
1700532493.0,1719383814.0,2115.725,1.0,1.0
1700532493.0,1720638931.0,1604.1509999999998,1.0,4.0
1700532493.0,1720639041.0,752.5189999999999,1.0,1.0
1700532493.0,1721068672.0,2747.473000000001,1.0,11.0
1700532493.0,1721897516.0,2503.119000000001,1.0,1.0
1700532493.0,1722356998.0,1067.415,1.0,1.0
1700532493.0,1722357024.0,1047.9959999999999,1.0,2.0
1700532493.0,1722357030.0,979.4490000000001,1.0,1.0
1700532493.0,1722357087.0,893.364,1.0,1.0
1700532493.0,1723199177.0,1985.0510000000002,1.0,1.0
1700532493.0,3182669297.0,7092.059,1.0,1.0
1700532493.0,3589901740.0,7105.880999999999,1.0,2.0
1700532493.0,3589971252.0,7278.173,1.0,1.0
1700532493.0,3648081932.0,7470.085999999999,1.0,2.0
1700532493.0,3648084762.0,7279.829,1.0,1.0
1700532493.0,3710970920.0,6483.741,1.0,3.0
1700532493.0,3877613725.0,1947.616,1.0,1.0
1700532493.0,4285277775.0,3005.5949999999993,1.0,1.0
1700532493.0,6270810586.0,890.689,1.0,5.0
1700532493.0,6929449053.0,2921.128,1.0,1.0
1700532493.0,6945912850.0,7894.003,1.0,1.0
1700532493.0,6948462876.0,2479.4829999999997,1.0,2.0
1700532493.0,6948976937.0,7967.5650000000005,1.0,4.0
1700532493.0,6950023886.0,7807.66,1.0,1.0
1700532493.0,6950806723.0,2983.5119999999997,1.0,2.0
1700532493.0,6950853769.0,5349.534999999999,1.0,1.0
1700532493.0,6950857512.0,6480.913999999999,1.0,2.0
1700532493.0,7069614076.0,5342.171999999999,1.0,1.0
1700532493.0,8518750867.0,5293.627999999999,1.0,1.0
1700532493.0,8629532349.0,4457.098999999999,1.0,1.0
1700532493.0,8720034349.0,1241.737,1.0,1.0
1700543317.0,1701116404.0,7045.9100000000035,1.0,2.0
1700543317.0,1706580382.0,4087.0440000000012,1.0,1.0
1700543317.0,1710105237.0,7112.089000000003,1.0,1.0
1700543317.0,1710115604.0,8394.496,1.0,1.0
1700543317.0,1710134589.0,8634.558999999997,1.0,2.0
1700543317.0,1710134592.0,8355.781,1.0,1.0
1700543317.0,1710508913.0,8053.356,1.0,2.0
1700543317.0,1711780123.0,1117.8059999999998,1.0,5.0
